Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
John Castaneda,-138,Muin Gafurov,+110,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
John Castaneda,-150,Daniel Santos,+130,UFC Vegas 57,Oct 1st 2022
John Castaneda,+190,Miles Johns,-225,UFC Fight Night 202,Feb 5th 2022
John Castaneda,+130,Eddie Wineland,-150,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
John Castaneda,+255,Nathaniel Wood,-365,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Kevin Casey,+150,Sam Alvey,-190,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
Kevin Casey,-120,Elvis Mutapcic,-120,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Kevin Casey,+130,Rafael Natal,-170,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Kevin Casey,+240,Antonio Carlos Junior,-320,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Kevin Casey,-125,Ildemar Alcantara,-115,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Kevin Casey,+100,William Bush,-140,UFC 175: Weidman vs. Machida,Jul 5th 2014
Kevin Casey,+220,Josh Samman,-300,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
Rafael Natal,-110,Eryk Anders,-120,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Rafael Natal,-200,Tim Boetsch,+170,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Rafael Natal,+250,Robert Whittaker,-350,UFC 197: Jones vs. Saint Preux,Apr 23rd 2016
Rafael Natal,-170,Kevin Casey,+130,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Rafael Natal,+160,Uriah Hall,-210,UFC 187: Johnson vs. Cormier,May 23rd 2015
Rafael Natal,-155,Tom Watson,+115,UFC 183: Silva vs. Diaz,Jan 31st 2015
Rafael Natal,-230,Chris Camozzi,+170,UFC Fight Night 50: Souza vs. Mousasi,Sep 5th 2014
Rafael Natal,-150,Ed Herman,+110,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Rafael Natal,+230,Tim Kennedy,-310,UFC Fight Night 31: Fight For The Troops III,Nov 6th 2013
Rafael Natal,-210,Tor Troeng,+160,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013
Rafael Natal,-350,Joao Zeferino,+250,UFC on FX 8: Belfort vs. Rockhold,May 18th 2013
Rafael Natal,-265,Sean Spencer,+185,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013
Rafael Natal,+130,Andrew Craig,-150,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11th 2012
Rafael Natal,-240,Michael Kuiper,+180,UFC 143: Condit vs. Diaz,Feb 4th 2012
Rafael Natal,-125,Paul Bradley,-105,UFC 133: Evans vs. Ortiz 2,Aug 6th 2011
Rafael Natal,-155,Jesse Bongfeldt,+125,UFC 124: St-Pierre vs. Koscheck II,Dec 11th 2010
Rafael Natal,-185,Rich Attonito,+155,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15th 2010
Cortney Casey,+140,Antonina Shevchenko,-160,UFC on ESPN: dos Anjos vs. Fiziev,Jul 9th 2022
Cortney Casey,-150,Liana Jojua,+130,UFC Fight Night: Holloway vs. Rodriguez,Nov 13th 2021
Cortney Casey,-250,Priscila Cachoeira,+210,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Cortney Casey,-125,Gillian Robertson,-105,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Cortney Casey,-155,Mara Romero Borella,+135,UFC on ESPN 8: Overeem vs. Harris,May 16th 2020
Cortney Casey,+205,Cynthia Calvillo,-285,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
Cortney Casey,+135,Angela Hill,-175,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
Cortney Casey,-120,Michelle Waterson,-120,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Cortney Casey,-105,Felice Herrig,-135,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017
Cortney Casey,-120,Jessica Aguilar,-120,UFC 211: Miocic vs. Dos Santos 2,May 13th 2017
Cortney Casey,+325,Claudia Gadelha,-475,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016
Cortney Casey,+175,Randa Markos,-245,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Cortney Casey,+135,Cristina Stanciu,-175,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Cortney Casey,-155,Seo Hee Ham,+115,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28th 2015
Cortney Casey,+280,Joanne Calderwood,-400,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Cortney Casey,+145,J.J. Aldrich,-165,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13th 2021
Johnny Case,-110,Tony Martin,-130,UFC Fight Night 112: Chiesa vs. Lee,Jun 25th 2017
Johnny Case,-165,Jake Matthews,+125,UFC Fight Night 85: Hunt vs. Mir,Mar 19th 2016
Johnny Case,-150,Yan Cabral,+110,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Johnny Case,-300,Francisco Trevino,+220,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
Johnny Case,-160,Frankie Perez,+120,UFC Fight Night 59: McGregor vs. Siver,Jan 18th 2015
Johnny Case,-125,Kazuki Tokudome,-115,UFC Fight Night 52: Hunt vs. Nelson,Sep 20th 2014
Shannon Gugerty,+290,Clay Guida,-380,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010
Shannon Gugerty,+280,Terry Etim,-370,UFC 105: Couture vs Vera,Nov 14th 2009
Shannon Gugerty,-125,Matt Grice,-115,UFC 100,Jul 11th 2009
Shannon Gugerty,+260,Spencer Fisher,-350,UFC 90: Silva vs Cote,Oct 25th 2008
Melvin Guillard,+115,Michael Johnson,-155,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 8th 2014
Melvin Guillard,-175,Ross Pearson,+135,UFC Fight Night 30: Machida vs. Munoz,Oct 26th 2013
Melvin Guillard,-140,Mac Danzig,+100,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013
Melvin Guillard,-155,Jamie Varner,+115,UFC 155: Dos Santos vs. Velasquez II,Dec 29th 2012
Melvin Guillard,+195,Donald Cerrone,-275,UFC 150: Henderson vs. Edgar II,Aug 11th 2012
Melvin Guillard,-290,Fabricio Camoes,+210,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012
Melvin Guillard,+150,Jim Miller,-180,UFC on FX 1: Guillard vs. Miller,Jan 20th 2012
Melvin Guillard,-260,Joe Lauzon,+180,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011
Melvin Guillard,-260,Shane Roller,+200,UFC 132: Cruz vs. Faber,Jul 2nd 2011
Melvin Guillard,+180,Evan Dunham,-240,UFC Fight Night 23: Fight For The Troops II,Jan 22nd 2011
Melvin Guillard,-165,Jeremy Stephens,+135,UFC 119: Mir vs. Cro Cop,Sep 25th 2010
Melvin Guillard,-250,Waylon Lowe,+190,UFC 114: Jackson vs. Evans,May 29th 2010
Melvin Guillard,-130,Ronnys Torres,+100,UFC 109: Relentless,Feb 6th 2010
Melvin Guillard,+185,Nate Diaz,-245,UFC Fight Night 19,Sep 16th 2009
Melvin Guillard,+200,Gleison Tibau,-260,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Melvin Guillard,-220,Dennis Siver,+180,UFC 86: Jackson vs Griffin,Jul 5th 2008
Melvin Guillard,-225,Rich Clementi,+185,UFC 79: Nemesis,Dec 29th 2007
Clay Guida,+163,Joaquim Silva,-225,UFC,Dec 3rd 2023
Clay Guida,+140,Rafa Garcia,-160,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Clay Guida,+175,Scott Holtzman,-205,UFC Fight Night 214,Dec 3rd 2022
Clay Guida,+150,Claudio Puelles,-175,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Clay Guida,+220,Leo Santos,-260,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Clay Guida,+210,Mark Madsen,-250,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
Clay Guida,+285,Michael Johnson,-350,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
Clay Guida,+235,Bobby Green,-275,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Clay Guida,+145,Jim Miller,-185,UFC on ESPN 5: Covington vs. Lawler,Aug 3rd 2019
Clay Guida,-400,B.J. Penn,+330,UFC 237: Namajunas vs. Andrade,May 11th 2019
Clay Guida,+145,Charles Oliveira,-185,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Clay Guida,-120,Joe Lauzon,-120,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Clay Guida,+185,Erik Koch,-265,UFC Fight Night 112: Chiesa vs. Lee,Jun 25th 2017
Clay Guida,+180,Brian Ortega,-260,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Clay Guida,-175,Thiago Tavares,+135,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Clay Guida,-230,Robbie Peralta,+170,UFC Fight Night 63: Mendes vs. Lamas,Apr 4th 2015
Clay Guida,+145,Dennis Bermudez,-185,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
Clay Guida,+115,Tatsuya Kawajiri,-155,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
Clay Guida,+250,Chad Mendes,-350,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
Clay Guida,-245,Hatsu Hioki,+175,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013
Clay Guida,+200,Gray Maynard,-280,UFC on FX 4: Guida vs. Maynard,Jun 22nd 2012
Clay Guida,+180,Benson Henderson,-240,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12th 2011
Clay Guida,+130,Anthony Pettis,-160,UFC: The Ultimate Fighter 13 Finale,Jun 4th 2011
Clay Guida,-165,Takanori Gomi,+135,UFC 125: Resolution,Jan 1st 2011
Clay Guida,-120,Rafael Dos Anjos,-120,UFC 117: Silva vs. Sonnen,Aug 7th 2010
Clay Guida,-380,Shannon Gugerty,+290,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010
Clay Guida,+150,Kenny Florian,-180,UFC 107: Penn vs Sanchez,Dec 12th 2009
Clay Guida,+220,Diego Sanchez,-280,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Clay Guida,+100,Nate Diaz,-130,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Clay Guida,-150,Mac Danzig,+120,UFC Fight Night 15: Diaz vs Neer,Sep 17th 2008
Clay Guida,-800,Samy Schiavo,+500,UFC Fight Night 13: Florian vs Lauzon,Apr 2nd 2008
Clay Guida,-145,Roger Huerta,+105,UFC: The Ultimate Fighter 6 Finale,Dec 8th 2007
Clay Guida,-120,Marcus Aurelio,-120,UFC 74: Respect,Aug 25th 2007
Clay Guida,,Claudio Puelles,,UFC Fight Night 207,Mar 26th 2022
Allan Nascimento,-225,Jafel Filho,+180,UFC,Aug 10th 2024
Allan Nascimento,-190,Carlos Hernandez,+165,UFC Fight Night 218,Jan 14th 2023
Allan Nascimento,+250,Jake Hadley,-300,UFC Fight Night 208,May 14th 2022
Allan Nascimento,+250,Tagir Ulanbekov,-300,UFC 267: Brachowicz vs. Teixeira,Oct 30th 2021
Allan Nascimento,,Carlos Hernandez,,UFC Fight Night 217,Dec 17th 2022
Marcelo Guimaraes,+220,Vitor Miranda,-300,UFC 196: McGregor vs. Diaz,Mar 5th 2016
Marcelo Guimaraes,+140,Andy Enz,-180,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Marcelo Guimaraes,+170,Hyun Gyu Lim,-230,UFC on Fuel TV 8: Silva vs. Stann,Mar 2nd 2013
Bobby Nash,-280,Kenan Song,+200,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
Bobby Nash,+135,Danny Roberts,-175,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Bobby Nash,+130,Li Jingliang,-170,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Rodrigo Nascimento,+136,Derrick Lewis,-162,UFC,May 12th 2024
Rodrigo Nascimento,-225,Don'tale Mayes,+163,UFC,Nov 5th 2023
Rodrigo Nascimento,-170,Ilir Latifi,+145,UFC Fight Night 226,May 20th 2023
Rodrigo Nascimento,+185,Tanner Boser,-220,UFC Fight Night 211,Sep 17th 2022
Rodrigo Nascimento,-365,Alan Baudot,+275,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Rodrigo Nascimento,-310,Chris Daukaus,+260,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Rodrigo Nascimento,+130,Don'tale Mayes,-150,UFC on ESPN 8: Overeem vs. Harris,May 16th 2020
Nad Narimani,+220,Grant Dawson,-260,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Nad Narimani,-245,Mike Grundy,+175,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Nad Narimani,-300,Anderson Dos Santos,+220,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018
Nad Narimani,-215,Khalid Taha,+165,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018
Roger Narvaez,+235,Elias Theodorou,-315,UFC 185: Pettis vs. dos Anjos,Mar 14th 2015
Roger Narvaez,+235,Luke Barnatt,-315,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Roger Narvaez,+235,Patrick Cummins,-315,UFC Fight Night 42: Henderson vs. Khabilov,Jun 7th 2014
Tyson Nam,+275,Azat Maksum,-400,UFC Fight Night 225,Jul 15th 2023
Tyson Nam,-150,Bruno Gustavo da Silva,+130,UFC Fight Night 221,Mar 11th 2023
Tyson Nam,+185,Ode' Osbourne,-220,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Tyson Nam,-130,Matt Schnell,+110,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Tyson Nam,-165,Jerome Rivera,+125,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
Tyson Nam,-245,Zarrukh Adashev,+175,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Tyson Nam,+275,Kai Kara-France,-350,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Tyson Nam,+185,Sergio Pettis,-265,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Tyson Nam,,Azat Maksum,,UFC Fight Night 226,May 20th 2023
Tyson Nam,,Tagir Ulanbekov,,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Yui Chul Nam,-155,Mike de La Torre,+115,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28th 2015
Yui Chul Nam,-190,Phillipe Nover,+150,UFC Fight Night 66: Edgar vs. Faber,May 16th 2015
Yoislandy Izquierdo,-105,Rafaello Oliveira,-135,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012
Yoislandy Izquierdo,+175,Reza Madadi,-225,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Rose Namajunas,-200,Tracy Cortez,+163,UFC Fight Night,Jul 14th 2024
Rose Namajunas,-182,Amanda Ribas,+148,UFC,Mar 24th 2024
Rose Namajunas,+170,Manon Fiorot,-200,UFC on ESPN: Gane vs. Spivak,Sep 2nd 2023
Rose Namajunas,-220,Carla Esparza,+185,UFC 274: Oliveira vs. Gaethje,May 7th 2022
Rose Namajunas,-110,Zhang Weili,-110,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Rose Namajunas,-170,Jessica Andrade,+145,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Rose Namajunas,+100,Jessica Andrade,-120,UFC 237: Namajunas vs. Andrade,May 11th 2019
Rose Namajunas,+350,Joanna Jedrzejczyk,-450,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
Rose Namajunas,-135,Michelle Waterson,-105,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Rose Namajunas,-270,Karolina Kowalkiewicz,+190,UFC 201: Lawler vs. Woodley,Jul 30th 2016
Rose Namajunas,-140,Tecia Torres,+100,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Rose Namajunas,+125,Paige Vanzant,-165,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Rose Namajunas,-350,Angela Hill,+250,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Rose Namajunas,-110,Carla Esparza,-130,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014
Rose Namajunas,+170,Weili Zhang,-200,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Rose Namajunas,+160,Joanna Jedrzejczyk,-210,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Antonio Carvalho,+170,Darren Elkins,-230,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013
Antonio Carvalho,-300,Rodrigo Damm,+220,UFC 154: St-Pierre vs. Condit,Nov 17th 2012
Antonio Carvalho,+170,Daniel Pineda,-200,UFC 149: Faber vs. Barao,Jul 21st 2012
Antonio Carvalho,-225,Felipe Arantes,+175,UFC 142: Aldo vs. Mendes,Jan 14th 2012
Nandor Guelmino,+210,Daniel Omielanczuk,-290,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Vik Grujic,-150,Brendan O'Reilly,+110,UFC Fight Night 65: Hunt vs. Miocic,May 9th 2015
Vik Grujic,-115,Chris Clements,-125,UFC Fight Night 55: Rockhold vs. Bisping,Nov 7th 2014
Vik Grujic,-115,Chris Indich,-125,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014
Neil Grove,-105,Mike Ciesnolevicz,-125,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Mike Grundy,-110,Makwan Amirkhani,-110,UFC Fight Night 205,Mar 19th 2022
Mike Grundy,-135,Lando Vannata,+115,UFC 262: Oliveira vs. Chandler,May 15th 2021
Mike Grundy,+230,Movsar Evloev,-270,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Chris Gruetzemacher,+130,Claudio Puelles,-150,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Chris Gruetzemacher,+150,Rafa Garcia,-175,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Chris Gruetzemacher,+285,Alexander Hernandez,-350,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Chris Gruetzemacher,+175,Joe Lauzon,-245,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Chris Gruetzemacher,+140,Davi Ramos,-180,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017
Chris Gruetzemacher,+180,Chas Skelly,-260,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 4th 2017
Chris Gruetzemacher,-185,Abner Lloveras,+155,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,Dec 11th 2015
Kendall Grove,-155,Tim Boetsch,+135,UFC 130: Rampage vs. Hamill,May 28th 2011
Kendall Grove,+330,Demian Maia,-490,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Kendall Grove,+120,Goran Reljic,-150,UFC 116: Lesnar vs. Carwin,Jul 3rd 2010
Kendall Grove,+115,Mark Munoz,-145,UFC 112: Invincible,Apr 10th 2010
Kendall Grove,-215,Jake Rosholt,+170,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Kendall Grove,+145,Ricardo Almeida,-185,UFC 101: Declaration,Aug 8th 2009
Kendall Grove,-260,Jason Day,+180,UFC 96: Jackson vs Jardine,Mar 7th 2009
Kendall Grove,-120,Evan Tanner,-120,UFC: The Ultimate Fighter 7 Finale,Jun 21st 2008
Kendall Grove,-335,Jorge Rivera,+275,UFC 80: Rapid Fire,Jan 19th 2008
Kendall Grove,-320,Patrick Cote,+240,UFC 74: Respect,Aug 25th 2007
Rinya Nakamura,-700,Carlos Vera,+500,UFC 298,Feb 18th 2024
Rinya Nakamura,-602,Fernie Garcia,+450,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
Rinya Nakamura,-350,Toshiomi Kazama,+260,UFC Fight Night: Lewis vs. Spivak,Feb 4th 2023
Rinya Nakamura,-260,Shohei Nose,+220,Road to UFC,Oct 23rd 2022
Rin Nakai,-140,Leslie Smith,+100,UFC Fight Night 85: Hunt vs. Mir,Mar 19th 2016
Rin Nakai,+200,Miesha Tate,-280,UFC Fight Night 52: Hunt vs. Nelson,Sep 20th 2014
Kazuhiro Nakamura,+200,Rameau Sokoudjou,-240,UFC 84: Ill Will,May 24th 2008
Kazuhiro Nakamura,+170,Lyoto Machida,-200,UFC 76: Knockout,Sep 22nd 2007
Keita Nakamura,-110,Sultan Aliev,-130,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019
Keita Nakamura,-195,Salim Touahri,+155,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Keita Nakamura,+135,Tony Martin,-175,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Keita Nakamura,+110,Alex Morono,-150,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22nd 2017
Keita Nakamura,-190,Elizeu Zaleski Dos Santos,+150,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Keita Nakamura,+180,Kyle Noke,-260,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Keita Nakamura,+435,Tom Breese,-705,UFC Fight Night 84: Silva vs. Bisping,Feb 27th 2016
Keita Nakamura,+160,Li Jingliang,-210,UFC Fight Night 75: Nelson vs. Barnett,Sep 26th 2015
Keita Nakamura,-250,Rob Emerson,+210,UFC 81: Breaking Point,Feb 2nd 2008
Anthony Ivy,+190,Bryan Barberena,-225,UFC on ESPN+ 35: Waterson vs. Hill,Sep 12th 2020
Anthony Ivy,-230,Christian Aguilera,+170,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Damir Ismagulov,-163,Grant Dawson,+120,UFC Fight Night,Jul 2nd 2023
Damir Ismagulov,+190,Arman Tsarukyan,-225,UFC Fight Night 217,Dec 17th 2022
Damir Ismagulov,-180,Guram Kutateladze,+155,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Damir Ismagulov,-500,Rafael Alves,+375,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
Damir Ismagulov,-405,Thiago Moises,+285,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
Damir Ismagulov,-110,Joel Alvarez,-110,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Damir Ismagulov,-405,Alex Gorgees,+285,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Leandro Issa,+130,Taylor Lapilus,-170,UFC Fight Night 93: Arlovski vs. Barnett,Sep 3rd 2016
Leandro Issa,+335,Iuri Alcantara,-505,UFC 190: Rousey vs. Correia,Aug 1st 2015
Leandro Issa,+285,Yuta Sasaki,-405,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
Leandro Issa,-110,Jumabieke Tuerxun,-130,UFC: The Ultimate Fighter 19 Finale,Jul 6th 2014
Leandro Issa,-190,Russell Doane,+150,UFC Fight Night 34: Saffiedine vs. Lim,Jan 4th 2014
Blagoy Ivanov,-105,Alexandr Romanov,-125,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Blagoy Ivanov,+155,Marcin Tybura,-185,UFC Fight Night: Lewis vs. Spivak,Feb 4th 2023
Blagoy Ivanov,-170,Marcos Rogerio,+145,UFC 274: Oliveira vs. Gaethje,May 7th 2022
Blagoy Ivanov,+130,Derrick Lewis,-170,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Blagoy Ivanov,+125,Tai Tuivasa,-165,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Blagoy Ivanov,-130,Ben Rothwell,-110,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Blagoy Ivanov,-120,Junior Dos Santos,-120,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
Luana Carolina,+105,Lucie Pudilova,-138,UFC Fight Night,Jul 20th 2024
Luana Carolina,-125,Julija Stoliarenko,-105,UFC Fight Night,Feb 3rd 2024
Luana Carolina,+163,Ivana Petrovic,-225,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Luana Carolina,+125,Joanne Wood,-145,UFC 286,Mar 18th 2023
Luana Carolina,+130,Molly McCann,-150,UFC Fight Night 205,Mar 19th 2022
Luana Carolina,+225,Lupita Godinez,-285,UFC Fight Night: Ladd vs. Dumont,Oct 16th 2021
Luana Carolina,-110,Ariane Lipski,-110,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Luana Carolina,+250,Priscila Cachoeira,-300,UFC 237: Namajunas vs. Andrade,May 11th 2019
