Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Bart Palaszewski,+170,Diego Nunes,-230,UFC on FX 5: Browne vs. Bigfoot,Oct 5th 2012
Bart Palaszewski,+120,Hatsu Hioki,-160,UFC 144: Edgar vs. Henderson,Feb 25th 2012
Bart Palaszewski,+240,Tyson Griffin,-320,UFC 137: Penn vs. Diaz,Oct 29th 2011
Mallory Martin,+185,Cheyanne Buys,-220,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Mallory Martin,+150,Cheyanne Vlismas,-200,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Mallory Martin,-175,Montserrat Ruiz,+145,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Mallory Martin,-125,Polyana Viana,+105,UFC 258: Usman vs. Burns,Feb 13th 2021
Mallory Martin,+145,Hannah Cifers,-170,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Mallory Martin,+115,Virna Jandiroba,-155,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Anthony Rocco Martin,-105,Ramazan Emeev,-135,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 9th 2019
Anthony Rocco Martin,+155,Demian Maia,-195,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Anthony Rocco Martin,-210,Sergio Moraes,+160,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Anthony Rocco Martin,-135,Jake Matthews,-105,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Roger Bowling,-120,Abel Trujillo,-120,UFC on FOX 9: Johnson vs. Benavidez,Dec 14th 2013
Roger Bowling,-110,Abel Trujillo,-130,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
Roger Bowling,+160,Anthony Njokuani,-210,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Dustin Pague,+100,Kyogi Horiguchi,-140,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013
Dustin Pague,+250,Yves Jabouin,-350,UFC 161: Evans vs. Henderson,Jun 15th 2013
Dustin Pague,-260,Chico Camus,+180,UFC 150: Henderson vs. Edgar II,Aug 11th 2012
Dustin Pague,-245,Ken Stone,+185,UFC on FX 4: Guida vs. Maynard,Jun 22nd 2012
Dustin Pague,+125,Jared Papazian,-155,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012
Raulian Paiva,-110,Sergey Morozov,-110,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Raulian Paiva,+270,Sean O'Malley,-330,UFC 269,Dec 11th 2021
Raulian Paiva,+130,Kyler Phillips,-150,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Raulian Paiva,-115,Zhalgas Zhumagulov,-105,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Raulian Paiva,-125,Mark de La Rosa,-105,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Raulian Paiva,-105,Rogerio Bontorin,-135,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10th 2019
Raulian Paiva,+175,Kai Kara-France,-245,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Jack Marshman,+220,Sean Strickland,-260,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Jack Marshman,+260,Edmen Shahbazyan,-380,UFC 239: Jones vs. Santos,Jul 6th 2019
Jack Marshman,-175,John Phillips,+135,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Jack Marshman,-185,Karl Roberson,+145,UFC 230: Cormier vs. Lewis,Nov 3rd 2018
Jack Marshman,+220,Antonio Carlos Junior,-300,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
Jack Marshman,-270,Ryan Janes,+190,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Jack Marshman,+130,Thiago Santos,-170,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
Jack Marshman,+170,Magnus Cedenblad,-230,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Terry Martin,-210,Marvin Eastman,+175,UFC 81: Breaking Point,Feb 2nd 2008
Terry Martin,-200,Chris Leben,+160,UFC Fight Night 11: Thomas vs Florian,Sep 19th 2007
Francis Marshall,-146,Dennis Buzukja,+114,UFC,Aug 25th 2024
Francis Marshall,-188,Isaac Dulgarian,+150,UFC Fight Night 226,Aug 12th 2023
Francis Marshall,-400,William Gomis,+330,UFC Fight Night 223,Apr 22nd 2023
Francis Marshall,-110,Marcelo Rojo,-110,UFC Fight Night 214,Dec 3rd 2022
Eliot Marshall,+350,Brandon Vera,-485,UFC 137: Penn vs. Diaz,Oct 29th 2011
Eliot Marshall,+120,Luis Cane,-160,UFC 128: Shogun vs. Jones,Mar 19th 2011
Eliot Marshall,+160,Vladimir Matyushenko,-195,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010
Eliot Marshall,+105,Jason Brilz,-135,UFC 103: Franklin vs Belfort,Sep 19th 2009
Eliot Marshall,-120,Vinny Magalhaes,-110,UFC 97: Redemption,Apr 18th 2009
Eliot Marshall,-675,Jules Bruchez,+450,UFC: The Ultimate Fighter 8 Finale,Dec 13th 2008
Steve Bosse,-160,Sean O'Connell,+120,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
Steve Bosse,+170,James Te Huna,-230,UFC Fight Night 85: Hunt vs. Mir,Mar 19th 2016
Fernando Padilla,-250,Luis Pajuelo,+205,UFC,Mar 24th 2024
Fernando Padilla,-250,Kyle Nelson,+185,UFC,Sep 17th 2023
Fernando Padilla,+275,Julian Erosa,-325,UFC Fight Night 224,Apr 29th 2023
Fernando Padilla,,Sean Soriano,,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Nick Pace,+270,Miguel Torres,-360,UFC 139: Shogun vs. Henderson,Nov 19th 2011
Nick Pace,+175,Ivan Menjivar,-225,UFC 133: Evans vs. Ortiz 2,Aug 6th 2011
Nick Pace,+115,Will Campuzano,-135,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Angel Pacheco,+220,Caolan Loughran,-270,UFC,Mar 30th 2024
Teemu Packalen,+225,Ottman Azaitar,-305,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Teemu Packalen,+220,Marc Diakiese,-300,UFC Fight Night 107: Manuwa vs. Anderson,Mar 18th 2017
Teemu Packalen,-110,Thibault Gouti,-130,UFC Fight Night 84: Silva vs. Bisping,Feb 27th 2016
Teemu Packalen,-140,Mickael Lebout,+100,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Carmelo Marrero,+325,Ryan Bader,-435,UFC Fight Night 18: Condit vs Kampmann,Apr 1st 2009
Danilo Marques,+180,Jailton Almeida,-210,UFC Fight Night 202,Feb 5th 2022
Danilo Marques,-115,Kennedy Nzechukwu,-115,UFC Fight Night 190: Gane vs. Volkov,Jun 26th 2021
Danilo Marques,+205,Mike Rodriguez,-240,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
Danilo Marques,+205,Khadis Ibragimov,-240,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Nate Marquardt,+115,Cezar Ferreira,-155,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Nate Marquardt,+145,Vitor Belfort,-185,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Nate Marquardt,+145,Sam Alvey,-185,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Nate Marquardt,+175,Tamdan McCrory,-245,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Nate Marquardt,+235,Thiago Santos,-315,UFC 198: Werdum vs. Miocic,May 14th 2016
Nate Marquardt,+250,C.B. Dollaway,-350,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015
Nate Marquardt,+285,Kelvin Gastelum,-405,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
Nate Marquardt,-120,Brad Tavares,-120,UFC 182: Jones vs. Cormier,Jan 3rd 2015
Nate Marquardt,+150,James Te Huna,-190,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014
Nate Marquardt,+150,Hector Lombard,-190,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013
Nate Marquardt,+120,Jake Ellenberger,-160,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013
Nate Marquardt,-175,Dan Miller,+135,UFC 128: Shogun vs. Jones,Mar 19th 2011
Nate Marquardt,-230,Yushin Okami,+170,UFC 122: Marquardt vs. Okami,Nov 13th 2010
Nate Marquardt,-260,Rousimar Palhares,+200,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15th 2010
Nate Marquardt,-275,Chael Sonnen,+215,UFC 109: Relentless,Feb 6th 2010
Nate Marquardt,-150,Demian Maia,+120,UFC 102: Couture vs Nogueira,Aug 29th 2009
Nate Marquardt,-260,Wilson Gouveia,+200,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Nate Marquardt,+160,Martin Kampmann,-210,UFC 88: Breakthrough,Sep 6th 2008
Nate Marquardt,-150,Thales Leites,+120,UFC 85: Bedlam,Jun 7th 2008
Nate Marquardt,-250,Jeremy Horn,+210,UFC 81: Breaking Point,Feb 2nd 2008
Rory Markham,+215,Nate Diaz,-275,UFC 111: St-Pierre vs. Hardy,Mar 27th 2010
Rory Markham,+125,Dan Hardy,-155,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Rory Markham,-280,Brodie Farber,+220,UFC Fight Night 14: Silva vs Irvin,Jul 19th 2008
Ronny Markes,-705,Thiago Santos,+435,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014
Ronny Markes,-125,Yoel Romero,-115,UFC Fight Night 31: Fight For The Troops III,Nov 6th 2013
Ronny Markes,-265,Andrew Craig,+205,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013
Ronny Markes,+155,Aaron Simpson,-185,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
Tanner Boser,-175,Aleksa Camur,+150,UFC,Aug 6th 2023
Tanner Boser,-160,Ion Curelaba,+140,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Tanner Boser,-220,Rodrigo Nascimento,+185,UFC Fight Night 211,Sep 17th 2022
Tanner Boser,+360,Alexander Romanov,-500,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Tanner Boser,-115,Ovince St. Preux,-105,UFC Fight Night 190: Gane vs. Volkov,Jun 26th 2021
Tanner Boser,-180,Ilir Latifi,+155,UFC Fight Night 189: Rozenstruik vs. Sakai,Jun 5th 2021
Tanner Boser,-260,Andrei Arlovski,+220,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Tanner Boser,-210,Raphael Pessoa,+160,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Tanner Boser,-115,Philipe Lins,-115,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Tanner Boser,+220,Ciryl Gane,-280,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,Dec 21st 2019
Tanner Boser,+190,Daniel Spitz,-225,UFC on ESPN 6: Reyes vs. Weidman,Oct 18th 2019
Viacheslav Borshchev,-198,James Llontop,+164,UFC,Aug 25th 2024
Viacheslav Borshchev,-198,Chase Hooper,+164,UFC,May 11th 2024
Viacheslav Borshchev,+130,Nazim Sadykhov,-175,UFC,Nov 12th 2023
Viacheslav Borshchev,+210,Mike Davis,-250,UFC Vegas 57,Oct 1st 2022
Viacheslav Borshchev,-155,Marc Diakiese,+135,UFC Fight Night 207,Mar 26th 2022
Kevin Borjas,+110,Alessandro Costa,-130,UFC,May 4th 2024
Kevin Borjas,+175,Joshua van,-250,UFC 295: Jones vs. Miocic,Nov 11th 2023
Ray Borg,-125,Ricky Simon,+105,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Ray Borg,-295,Gabriel Silva,+215,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Ray Borg,-350,Casey Kenney,+250,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Ray Borg,+650,Demetrious Johnson,-1350,UFC 216: Ferguson vs. Lee,Oct 7th 2017
Ray Borg,-110,Jussier Formiga,-130,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Ray Borg,+100,Louis Smolka,-140,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Ray Borg,-270,Justin Scoggins,+190,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Ray Borg,-475,Geane Herrera,+325,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 8th 2015
Ray Borg,-380,Chris Kelades,+260,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
Ray Borg,-600,Shane Howell,+400,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Ray Borg,+165,Dustin Ortiz,-215,UFC on FOX 11: Werdum vs. Browne,Apr 19th 2014
Stephan Bonnar,+700,Anderson Silva,-1300,UFC 153: Silva vs. Bonnar,Oct 13th 2012
Stephan Bonnar,+155,Kyle Kingsbury,-195,UFC 139: Shogun vs. Henderson,Nov 19th 2011
Stephan Bonnar,-250,Igor Pokrajac,+190,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Stephan Bonnar,+180,Krzysztof Soszynski,-240,UFC 116: Lesnar vs. Carwin,Jul 3rd 2010
Stephan Bonnar,+125,Krzysztof Soszynski,-155,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
Stephan Bonnar,-370,Mark Coleman,+280,UFC 100,Jul 11th 2009
Stephan Bonnar,-170,Jon Jones,+140,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Stephan Bonnar,-360,Eric Schafer,+300,UFC 77: Hostile Territory,Oct 20th 2007
Chris Curtis,+225,Brendan Allen,-278,UFC,Apr 6th 2024
Chris Curtis,-120,Marc-Andre Barriault,+100,UFC 297,Jan 21st 2024
Chris Curtis,-129,Nassourdine Imavov,+109,UFC 289,Jun 10th 2023
Chris Curtis,-170,Kelvin Gastelum,+145,UFC 287,Apr 8th 2023
Chris Curtis,+105,Joaquin Buckley,-125,UFC 282,Dec 10th 2022
Chris Curtis,+140,Jack Hermansson,-160,UFC Fight Night: Blaydes vs. Aspinall,Jul 23rd 2022
Chris Curtis,-180,Rodolfo Vieira,+155,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Chris Curtis,+250,Brendan Allen,-300,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Chris Curtis,+275,Phillip Hawes,-350,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Chris Curtis,+310,Phil Hawes,-400,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Ion Cutelaba,-110,Ivan Erslan,-110,UFC,Sep 28th 2024
Ion Cutelaba,-130,Philipe Lins,+110,UFC 299,Mar 10th 2024
Ion Cutelaba,-150,Philipe Lins,+110,UFC Fight Night,Oct 7th 2023
Ion Cutelaba,-180,Johnny Walker,+155,UFC 279,Sep 10th 2022
Ion Cutelaba,+260,Magomed Ankalaev,-310,UFC 254: Khabib vs. Gaethje,Oct 24th 2020
Ion Cutelaba,+100,Khalil Rountree,-140,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28th 2019
Ion Cutelaba,-135,Glover Teixeira,-105,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27th 2019
Ion Cutelaba,+105,Gadzhimurad Antigulov,-145,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28th 2018
Ion Cutelaba,-210,Henrique da Silva,+160,UFC Fight Night 110: Lewis vs. Hunt,Jun 10th 2017
Ion Cutelaba,-190,Jared Cannonier,+150,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Ion Cutelaba,-130,Jonathan Wilson,-110,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Ion Cutelaba,+200,Misha Cirkunov,-280,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
Ion Cutelaba,-140,Dustin Jacoby,+120,UFC on ESPN 23: Reyes vs. Prochazka,May 1st 2021
Ion Cutelaba,+300,Magomed Ankalaev,-400,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Chepe Mariscal,-245,Damon Jackson,+190,UFC,Aug 11th 2024
Chepe Mariscal,-120,Morgan Charriere,-110,UFC,Apr 6th 2024
Enrique Marin,+220,Sage Northcutt,-300,UFC 200: Tate vs. Nunes,Jul 9th 2016
Daniel Marcos,-163,John Castaneda,+120,UFC Fight Night,Jun 8th 2024
Daniel Marcos,-205,Qileng Aori,+163,UFC,Feb 10th 2024
Daniel Marcos,-120,Aori Qileng,+100,UFC,Feb 10th 2024
Daniel Marcos,-133,Davey Grant,+100,UFC 292,Jul 22nd 2023
Daniel Marcos,-156,Saimon Oliveira,+136,UFC 283,Jan 21st 2023
Marnic Mann,+260,Ketlen Souza,-325,UFC,Apr 27th 2024
Marnic Mann,+330,Josefine Knutsson,-425,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16th 2023
Jimi Manuwa,+205,Aleksandar Rakic,-285,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Jimi Manuwa,+145,Thiago Santos,-185,UFC 231: Holloway vs. Ortega,Dec 8th 2018
Jimi Manuwa,-210,Jan Blachowicz,+160,UFC Fight Night 127: Werdum vs. Volkov,Mar 17th 2018
Jimi Manuwa,-190,Volkan Oezdemir,+150,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Jimi Manuwa,-120,Corey Anderson,-120,UFC Fight Night 107: Manuwa vs. Anderson,Mar 18th 2017
Jimi Manuwa,+145,Ovince St. Preux,-170,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016
Jimi Manuwa,+400,Anthony Johnson,-600,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
Jimi Manuwa,-125,Jan Blachowicz,-115,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
Jimi Manuwa,+285,Alexander Gustafsson,-405,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 8th 2014
Jimi Manuwa,-210,Ryan Jimmo,+160,UFC Fight Night 30: Machida vs. Munoz,Oct 26th 2013
Jimi Manuwa,-180,Cyrille Diabate,+140,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
Jimi Manuwa,-140,Kyle Kingsbury,+100,UFC on FUEL TV 5: Struve vs. Miocic,Sep 29th 2012
Jesse Bongfeldt,+180,Chris Weidman,-240,UFC 131: Carwin vs. Dos Santos,Jun 11th 2011
Ismael Bonfim,-500,Vinc Pichel,+380,UFC,May 4th 2024
Ismael Bonfim,-250,Benoit Saint-Denis,+175,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Ismael Bonfim,+111,Terrance McKinney,-131,UFC 283,Jan 21st 2023
Gabriel Bonfim,-430,Ange Loosa,+300,UFC Fight Night,Jul 14th 2024
Gabriel Bonfim,-350,Nicolas Dalby,+240,UFC,Nov 5th 2023
Gabriel Bonfim,-275,Trevin Giles,+225,UFC,Jul 30th 2023
Gabriel Bonfim,-140,Mounir Lazzez,+120,UFC 283,Jan 21st 2023
Gaston Bolanos,+100,Marcus McGhee,-120,UFC,Jan 13th 2024
Gaston Bolanos,-160,Aaron Phillips,+140,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Denys Bondar,-198,Luis Rodriguez,+164,UFC,Feb 25th 2024
Denys Bondar,+110,Carlos Hernandez,-138,UFC Fight Night 227,Jun 17th 2023
Mandy Bohm,+210,Ji Yeon Kim,-250,UFC Fight Night: Smith vs Walker,May 13th 2023
Mandy Bohm,+185,Ji Yeon Kim,-245,UFC Fight Night: Lewis vs. Spivak,Feb 4th 2023
Mandy Bohm,-185,Victoria Leonardo,+160,UFC Fight Night: Blaydes vs. Aspinall,Jul 23rd 2022
Mandy Bohm,-125,Ariane Lipski,+100,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Kailin Curran,-110,Xiaonan Yan,-130,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
Kailin Curran,+110,Alexandra Albu,-150,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Kailin Curran,-170,Jamie Moyle,+130,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Kailin Curran,-110,Felice Herrig,-130,UFC on FOX 20: Holm vs. Shevchenko,Jul 23rd 2016
Kailin Curran,-300,Emily Kagan,+220,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Kailin Curran,-210,Alex Chambers,+160,UFC Fight Night 65: Hunt vs. Miocic,May 9th 2015
Jeff Curran,-145,Johnny Eduardo,+115,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th 2012
Jeff Curran,+260,Scott Jorgensen,-350,UFC 137: Penn vs. Diaz,Oct 29th 2011
