Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Joaquin Buckley,-125,Chris Curtis,+105,UFC 282,Dec 10th 2022
Joaquin Buckley,+155,Nassourdine Imavov,-180,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Joaquin Buckley,+140,Albert Duraev,-160,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Joaquin Buckley,-150,Abdul Razak Alhassan,+130,UFC,Feb 19th 2022
Joaquin Buckley,-165,Abdul Razak Alhassan,+135,UFC Fight Night 201,Jan 15th 2022
Joaquin Buckley,-190,Antonio Arroyo,+165,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Joaquin Buckley,-275,Alessio Di Chirico,+235,UFC on ABC 1: Holloway vs. Kattar,Jan 16th 2021
Joaquin Buckley,-175,Jordan Wright,+150,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Joaquin Buckley,+185,Impa Kasanganay,-245,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Joaquin Buckley,+235,Kevin Holland,-275,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 8th 2020
Jose Aldo,+130,Mario Bautista,-175,UFC 307,Oct 5th 2024
Jose Aldo,-107,Jonathan Martinez,-117,UFC,May 5th 2024
Jose Aldo,-170,Merab Dvalishvili,+145,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Jose Aldo,-105,Rob Font,-115,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Jose Aldo,-138,Pedro Munhoz,+115,UFC 265: Lewis vs. Gane,Aug 7th 2021
Jose Aldo,-125,Marlon Vera,+105,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Jose Aldo,+205,Petr Yan,-240,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Jose Aldo,-185,Alex Volkanovski,+145,UFC 237: Namajunas vs. Andrade,May 11th 2019
Jose Aldo,-120,Renato Moicano,-120,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019
Jose Aldo,-135,Jeremy Stephens,-105,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28th 2018
Jose Aldo,+190,Max Holloway,-270,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017
Jose Aldo,-130,Max Holloway,+100,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Jose Aldo,-130,Frankie Edgar,+100,UFC 200: Tate vs. Nunes,Jul 9th 2016
Jose Aldo,+150,Conor McGregor,-180,UFC 194: Aldo vs. McGregor,Dec 12th 2015
Jose Aldo,-190,Chad Mendes,+150,UFC 179: Aldo vs. Mendes II,Oct 25th 2014
Jose Aldo,-600,Ricardo Lamas,+400,UFC 169: Barao vs. Faber,Feb 1st 2014
Jose Aldo,+135,Marlon Moraes,-175,UFC 245: Usman vs. Covington,Dec 14th 2019
Jose Aldo,-505,Chan Sung Jung,+335,UFC 163: Aldo vs. Jung,Aug 3rd 2013
Jose Aldo,-195,Frankie Edgar,+155,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Jose Aldo,-320,Chad Mendes,+240,UFC 142: Aldo vs. Mendes,Jan 14th 2012
Jose Aldo,-250,Kenny Florian,+190,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011
Jose Aldo,-450,Mark Hominick,+330,UFC 129: St-Pierre vs. Shields,Apr 30th 2011
Julianna Pena,+130,Raquel Pennington,-175,UFC,Oct 6th 2024
Julianna Pena,+210,Amanda Nunes,-250,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Julianna Pena,+500,Amanda Nunes,-800,UFC 269,Dec 11th 2021
Julianna Pena,-140,Sara McMann,+120,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Julianna Pena,+160,Germaine de Randamie,-185,UFC on ESPN 16: Holm vs. Aldana,Oct 3rd 2020
Julianna Pena,-155,Nicco Montano,+115,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
Julianna Pena,+130,Valentina Shevchenko,-170,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Julianna Pena,+120,Cat Zingano,-160,UFC 200: Tate vs. Nunes,Jul 9th 2016
Julianna Pena,-180,Jessica Eye,+140,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Julianna Pena,-305,Milana Dudieva,+225,UFC Fight Night 63: Mendes vs. Lamas,Apr 4th 2015
Kayla Harrison,-649,Ketlen Vieira,+400,UFC 307,Oct 5th 2024
Kayla Harrison,-310,Holly Holm,+250,UFC 300,Apr 14th 2024
Ketlen Vieira,+400,Kayla Harrison,-649,UFC 307,Oct 5th 2024
Ketlen Vieira,-250,Macy Chiasson,+190,UFC,Jan 13th 2024
Ketlen Vieira,-200,Pannie Kianzad,+150,UFC 292,Jul 22nd 2023
Ketlen Vieira,-145,Raquel Pennington,+125,UFC Fight Night 218,Jan 14th 2023
Ketlen Vieira,+180,Holly Holm,-210,UFC Fight Night 2010,May 21st 2022
Ketlen Vieira,-160,Miesha Tate,+140,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Ketlen Vieira,-275,Yana Kunitskaya,+235,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Ketlen Vieira,-280,Sijara Eubanks,+240,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Ketlen Vieira,-245,Irene Aldana,+195,UFC 245: Usman vs. Covington,Dec 14th 2019
Ketlen Vieira,-180,Cat Zingano,+140,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018
Ketlen Vieira,+185,Sara McMann,-265,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Ketlen Vieira,+130,Ashlee Evans-Smith,-170,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Ketlen Vieira,-110,Kelly Faszholz,-130,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Kevin Holland,-163,Roman Dolidze,+120,UFC 307,Oct 5th 2024
Kevin Holland,-200,Michal Oleksiejczuk,+165,UFC,Jun 2nd 2024
Kevin Holland,-138,Michael Page,+105,UFC 299,Mar 10th 2024
Kevin Holland,-162,Jack Della Maddalena,+136,UFC,Sep 17th 2023
Kevin Holland,-186,Michael Chiesa,+144,UFC,Jul 30th 2023
Kevin Holland,-200,Santiago Ponzinibbio,+170,UFC 287,Apr 8th 2023
Kevin Holland,-110,Stephen Thompson,-110,UFC Fight Night 214,Dec 3rd 2022
Kevin Holland,+675,Khamzat Chimaev,-1000,UFC 279,Sep 10th 2022
Kevin Holland,-225,Daniel Rodriguez,+180,UFC 279,Sep 10th 2022
Kevin Holland,-310,Tim Means,+260,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Kevin Holland,-200,Alex Oliveira,+170,UFC Fight Night 204,Mar 5th 2022
Kevin Holland,-110,Kyle Daukaus,-110,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Kevin Holland,+188,Marvin Vettori,-230,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
Kevin Holland,-175,Ronaldo Souza,+135,UFC 256: Figueiredo vs. Moreno,Dec 12th 2020
Kevin Holland,-800,Charlie Ontiveros,+550,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Kevin Holland,-265,Darren Stewart,+225,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
Kevin Holland,-275,Joaquin Buckley,+235,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 8th 2020
Kevin Holland,-150,Anthony Hernandez,+130,UFC on ESPN 8: Overeem vs. Harris,May 16th 2020
Kevin Holland,-230,Brendan Allen,+170,UFC on ESPN 6: Reyes vs. Weidman,Oct 18th 2019
Kevin Holland,-195,Alessio Di Chirico,+155,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Kevin Holland,-265,Gerald Meerschaert,+185,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Kevin Holland,-270,John Phillips,+190,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Kevin Holland,+215,Thiago Santos,-275,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Kevin Holland,+100,Derek Brunson,-120,UFC on ESPN 21: Brunson vs. Holland,Mar 20th 2021
Kevin Holland,-195,Daniel Rodriguez,+155,UFC on ESPN 9: Woodley vs. Burns,May 30th 2020
Khalil Rountree Jr.,+400,Alex Pereira,-535,UFC,Oct 6th 2024
Khalil Rountree Jr.,+145,Azamat Murzakanov,-175,UFC Fight Night,Dec 2nd 2023
Khalil Rountree Jr.,-225,Chris Daukaus,+175,UFC Fight Night 226,Aug 12th 2023
Khalil Rountree Jr.,+160,Dustin Jacoby,-185,UFC Fight Night 213,Oct 29th 2022
Marina Rodriguez,-110,Iasmin Lucindo,-120,UFC 307,Oct 5th 2024
Marina Rodriguez,+145,Jessica Andrade,-175,UFC,Apr 13th 2024
Marina Rodriguez,-350,Michelle Waterson Gomez,+240,UFC on ESPN 53,Sep 23rd 2023
Marina Rodriguez,-275,Virna Jandiroba,+235,UFC Fight Night 225,May 6th 2023
Marina Rodriguez,-161,Amanda Lemos,+130,UFC Fight Night 214ting Championship,Nov 5th 2022
Marina Rodriguez,-185,Yan Xiaonan,+160,UFC Fight Night 204,Mar 5th 2022
Marina Rodriguez,+160,Mackenzie Dern,-185,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Marina Rodriguez,+230,Amanda Ribas,-270,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Marina Rodriguez,-140,Carla Esparza,+120,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Marina Rodriguez,+115,Tecia Torres,-155,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10th 2019
Marina Rodriguez,-335,Jessica Aguilar,+245,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Marina Rodriguez,-160,Randa Markos,+120,UFC Fight Night 137: Santos vs. Anders,Sep 22nd 2018
Marina Rodriguez,-155,Michelle Waterson,+135,UFC on ESPN 24: Rodriguez vs. Waterson,May 8th 2021
Marina Rodriguez,+110,Cynthia Calvillo,-140,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Mario Bautista,-175,Jose Aldo,+130,UFC 307,Oct 5th 2024
Mario Bautista,-110,Ricky Simon,-110,UFC,Jan 13th 2024
Mario Bautista,-245,Da'mon Blackshear,+186,UFC,Aug 20th 2023
Mario Bautista,-350,Guido Cannetti,+285,UFC Fight Night 221,Mar 11th 2023
Mario Bautista,-260,Benito Lopez,+220,UFC Fight Night 214ting Championship,Nov 5th 2022
Mario Bautista,-140,Brian Kelleher,+120,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Mario Bautista,-115,Khalid Taha,-105,UFC,Feb 19th 2022
Mario Bautista,-270,Jay Perrin,+230,UFC,Feb 19th 2022
Mario Bautista,-130,Trevin Jones,+110,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Mario Bautista,+175,Miles Johns,-245,UFC 247: Jones vs. Reyes,Feb 8th 2020
Mario Bautista,+185,Jin Soo Son,-265,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Mario Bautista,+325,Cory Sandhagen,-475,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Raquel Pennington,-175,Julianna Pena,+130,UFC,Oct 6th 2024
Raquel Pennington,+105,Mayra Bueno Silva,-125,UFC 297,Jan 21st 2024
Raquel Pennington,+125,Ketlen Vieira,-145,UFC Fight Night 218,Jan 14th 2023
Raquel Pennington,-145,Aspen Ladd,+125,UFC 273,Apr 9th 2022
Raquel Pennington,-135,Julia Avila,+110,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Raquel Pennington,-300,Macy Chiasson,+250,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Raquel Pennington,-115,Pannie Kianzad,-105,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Raquel Pennington,-175,Marion Reneau,+135,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Raquel Pennington,+105,Irene Aldana,-145,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Raquel Pennington,+135,Germaine de Randamie,-175,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018
Raquel Pennington,+350,Amanda Nunes,-530,UFC 224: Nunes vs. Pennington,May 12th 2018
Raquel Pennington,+215,Miesha Tate,-255,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Raquel Pennington,-260,Elizabeth Phillips,+180,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Raquel Pennington,-265,Bethe Correia,+185,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Raquel Pennington,+180,Jessica Andrade,-260,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
Raquel Pennington,+335,Holly Holm,-505,UFC 184: Rousey vs. Zingano,Feb 28th 2015
Raquel Pennington,+140,Ashlee Evans-Smith,-180,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
Raquel Pennington,+130,Jessica Andrade,-170,UFC 171: Hendricks vs. Lawler,Mar 15th 2014
Raquel Pennington,+230,Holly Holm,-290,UFC 246: McGregor vs. Cowboy,Jan 18th 2020
Raquel Pennington,-230,Roxanne Modafferi,+170,UFC: The Ultimate Fighter 18 Finale,Nov 30th 2013
Raquel Pennington,,Ketlen Vieira,,UFC Fight Night 217,Dec 17th 2022
Roman Dolidze,+120,Kevin Holland,-163,UFC 307,Oct 5th 2024
Roman Dolidze,-170,Anthony Smith,+142,UFC 303,Jun 30th 2024
Roman Dolidze,+125,Nassourdine Imavov,-150,UFC Fight Night,Feb 4th 2024
Roman Dolidze,+235,Marvin Vettori,-275,UFC 286,Mar 18th 2023
Roman Dolidze,+130,Jack Hermansson,-150,UFC Fight Night 214,Dec 3rd 2022
Roman Dolidze,-135,Phillip Hawes,+115,UFC Fight Night 213,Oct 29th 2022
Roman Dolidze,+150,Kyle Daukaus,-175,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Roman Dolidze,+260,Brendan Allen,-350,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Roman Dolidze,+140,Eryk Anders,-165,UFC Fight Night: Holloway vs. Rodriguez,Nov 13th 2021
Roman Dolidze,+130,Laureano Staropoli,-150,UFC Fight Night 189: Rozenstruik vs. Sakai,Jun 5th 2021
Roman Dolidze,-200,John Allan,+170,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Roman Dolidze,-180,Khadis Ibragimov,+155,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Ryan Spann,-330,Ovince St. Preux,+260,UFC 307,Oct 5th 2024
Ryan Spann,-300,Ovince St. Preux,+230,UFC,Sep 7th 2024
Ryan Spann,-162,Bogdan Guskov,+136,UFC,Apr 28th 2024
Ryan Spann,-138,Anthony Smith,+110,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
Ryan Spann,+145,Nikita Krylov,-170,UFC Fight Night 221,Mar 11th 2023
Ryan Spann,+130,Nikita Krylov,-150,UFC Fight Night 220,Feb 25th 2023
Ryan Spann,+170,Dominick Reyes,-195,UFC 281,Nov 12th 2022
Ryan Spann,+145,Ion Curelaba,-175,UFC Fight Night 208,May 14th 2022
Ryan Spann,+155,Ion Curelaba,-190,UFC Fight Night 203,Feb 26th 2022
Ryan Spann,+140,Anthony Smith,-160,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Ryan Spann,-105,Johnny Walker,-115,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
Ryan Spann,-400,Sam Alvey,+325,UFC 249: Ferguson vs. Gaethje,May 9th 2020
Ryan Spann,-215,Devin Clark,+165,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Ryan Spann,-190,Antonio Rogerio Nogueira,+165,UFC 237: Namajunas vs. Andrade,May 11th 2019
Ryan Spann,-195,Luis Henrique,+155,UFC Fight Night 137: Santos vs. Anders,Sep 22nd 2018
Ryan Spann,+105,Misha Cirkunov,-125,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13th 2021
Stephen Thompson,+110,Joaquin Buckley,-150,UFC 307,Oct 5th 2024
Stephen Thompson,+200,Shavkat Rakhmonov,-245,UFC,Dec 17th 2023
Stephen Thompson,-245,Michel Pereira,+186,UFC 289,Jun 10th 2023
Stephen Thompson,-150,Michel Pereira,+125,UFC,Jul 30th 2023
Stephen Thompson,-110,Kevin Holland,-110,UFC Fight Night 214,Dec 3rd 2022
Stephen Thompson,-250,Belal Muhammad,+210,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Stephen Thompson,+135,Gilbert Burns,-155,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Stephen Thompson,-115,Geoff Neal,-105,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Stephen Thompson,-135,Vicente Luque,-105,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Stephen Thompson,-285,Anthony Pettis,+205,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Stephen Thompson,-165,Darren Till,+125,UFC Fight Night 130: Thompson vs. Till,May 27th 2018
Stephen Thompson,-160,Jorge Masvidal,+120,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
Stephen Thompson,-135,Tyron Woodley,+105,UFC 209: Woodley vs. Thompson 2,Mar 4th 2017
Stephen Thompson,-150,Tyron Woodley,+120,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Stephen Thompson,+110,Rory Macdonald,-150,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
Stephen Thompson,+265,Johny Hendricks,-385,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Stephen Thompson,-190,Jake Ellenberger,+150,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
Stephen Thompson,-270,Patrick Cote,+190,UFC 178: Johnson vs. Cariaso,Sep 27th 2014
Stephen Thompson,-130,Robert Whittaker,-110,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Stephen Thompson,-280,Chris Clements,+200,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Stephen Thompson,-170,Nah-Shon Burrell,+130,UFC 160: Velasquez vs. Silva II,May 25th 2013
Stephen Thompson,-280,Matt Brown,+200,UFC 145: Jones vs. Evans,Apr 21st 2012
Tecia Pennington,+110,Carla Esparza,-150,UFC 307,Oct 5th 2024
Tim Means,-230,Court McGee,+190,UFC 307,Oct 5th 2024
Tim Means,+190,Uros Medic,-230,UFC,Apr 27th 2024
Tim Means,+163,Andre Fialho,-225,UFC on ESPN 53,Sep 23rd 2023
Tim Means,+275,Alex Morono,-325,UFC Fight Night: Smith vs Walker,May 13th 2023
Tim Means,+130,Max Griffin,-150,UFC Fight Night 213,Oct 29th 2022
Tim Means,+260,Kevin Holland,-310,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Tim Means,-146,Jeremiah Wells,+124,UFC Fight Night 202,Feb 5th 2022
Tim Means,-200,Nicolas Dalby,+170,UFC Fight Night 190: Gane vs. Volkov,Jun 26th 2021
Tim Means,+130,Mike Perry,-150,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Tim Means,+135,Laureano Staropoli,-155,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 8th 2020
Tim Means,-115,Niko Price,-125,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Tim Means,-185,Ricky Rainey,+145,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Tim Means,-260,Sergio Moraes,+180,UFC Fight Night 125: Machida vs. Anders,Feb 3rd 2018
Tim Means,-230,Belal Muhammad,+170,UFC Fight Night 121: Werdum vs. Tybura,Nov 18th 2017
Tim Means,-260,Alex Garcia,+180,UFC Fight Night 112: Chiesa vs. Lee,Jun 25th 2017
Tim Means,-165,Alex Oliveira,+125,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Tim Means,-140,Alex Oliveira,+100,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Tim Means,-380,Sabah Homasi,+260,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Tim Means,-350,John Howard,+250,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Tim Means,+150,Matt Brown,-190,UFC 189: Mendes vs. McGregor,Jul 11th 2015
Tim Means,-155,George Sullivan,+115,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
Tim Means,-140,Dhiego Lima,+100,UFC 184: Rousey vs. Zingano,Feb 28th 2015
Tim Means,-290,Marcio Alexandre Jr.,+210,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
Tim Means,-305,Hernani Perpetuo,+225,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
Tim Means,-185,Neil Magny,+145,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Tim Means,-190,Daniel Rodriguez,+150,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Tim Means,-160,Thiago Alves,+130,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Tim Means,+125,Danny Castillo,-165,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013
Tim Means,+125,Jorge Masvidal,-165,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
