Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Amir Sadollah,-160,Jorge Lopez,+120,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th 2012
Amir Sadollah,-325,Duane Ludwig,+250,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011
Amir Sadollah,-160,Damarques Johnson,+120,UFC Fight Night 24: Nogueira vs. Davis,Mar 26th 2011
Amir Sadollah,-325,Peter Sobotta,+250,UFC 122: Marquardt vs. Okami,Nov 13th 2010
Amir Sadollah,-140,Dong Hyun Kim,+110,UFC 114: Jackson vs. Evans,May 29th 2010
Amir Sadollah,-165,Brad Blackburn,+135,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
Amir Sadollah,-170,Phil Baroni,+140,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Amir Sadollah,-115,Johny Hendricks,-115,UFC 101: Declaration,Aug 8th 2009
Nazim Sadykhov,-175,Viacheslav Borshchev,+130,UFC,Nov 12th 2023
Nazim Sadykhov,-163,Terrance McKinney,+120,UFC Fight Night 225,Jul 15th 2023
Nazim Sadykhov,-260,Evan Elder,+220,UFC Fight Night 219,Feb 18th 2023
Pat Sabatini,-150,Diego Lopes,+110,UFC,Nov 12th 2023
Pat Sabatini,-188,Lucas Almeida,+140,UFC Fight Night 227,Jun 17th 2023
Pat Sabatini,-225,Damon Jackson,+190,UFC Fight Night 211,Sep 17th 2022
Pat Sabatini,-240,T.J. Laramie,+205,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Pat Sabatini,-145,Gavin Tucker,+120,UFC 273,Apr 9th 2022
Pat Sabatini,-150,Tucker Lutz,+130,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Pat Sabatini,+125,Jamall Emmers,-145,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
Pat Sabatini,+105,Tristan Connelly,-125,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Marion Reneau,-135,Miesha Tate,+115,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Marion Reneau,+135,Raquel Pennington,-175,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Marion Reneau,+110,Yana Kunitskaya,-150,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Marion Reneau,-140,Cat Zingano,+100,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
Marion Reneau,-300,Talita de Oliveira,+220,UFC Fight Night 115: Volkov vs. Struve,Sep 2nd 2017
Marion Reneau,-135,Bethe Correia,-105,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Marion Reneau,-215,Milana Dudieva,+165,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Marion Reneau,-210,Ashlee Evans-Smith,+160,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
Marion Reneau,+190,Holly Holm,-270,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Marion Reneau,+150,Jessica Andrade,-190,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
Marion Reneau,+145,Alexis Dufresne,-185,UFC 182: Jones vs. Cormier,Jan 3rd 2015
Marion Reneau,+190,Macy Chiasson,-225,UFC on ESPN 21: Brunson vs. Holland,Mar 20th 2021
Marion Reneau,+160,Sara McMann,-195,UFC on FOX 28: Stephens vs. Emmett,Feb 24th 2018
Cameron Saaiman,+105,Payton Talbott,-125,UFC,Mar 24th 2024
Cameron Saaiman,+120,Christian Rodriguez,-163,UFC Fight Night,Oct 14th 2023
Cameron Saaiman,-450,Terrence Mitchell.,+350,UFC 290,Jul 8th 2023
Cameron Saaiman,-180,Leomana Martinez,+155,UFC 285,Mar 4th 2023
Cameron Saaiman,-150,Steven Koslow,+130,UFC 282,Dec 10th 2022
Cameron Saaiman,+200,Ronnie Lawrence,-250,UFC 282,Dec 10th 2022
Montserrat Rendon,+120,Darya Zheleznyakova,-142,UFC,Mar 24th 2024
Montserrat Rendon,+150,Tamires Vidal,-200,UFC on ESPN 53,Sep 23rd 2023
Chance Rencountre,-120,Lyman Good,-120,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Chance Rencountre,+225,Ismail Naurdiev,-305,UFC 239: Jones vs. Santos,Jul 6th 2019
Chance Rencountre,+165,Kyle Stewart,-215,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Chance Rencountre,+280,Belal Muhammad,-400,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Goran Reljic,-150,Krzysztof Soszynski,+120,UFC 122: Marquardt vs. Okami,Nov 13th 2010
Goran Reljic,-150,Kendall Grove,+120,UFC 116: Lesnar vs. Carwin,Jul 3rd 2010
Goran Reljic,-255,C.B. Dollaway,+195,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
Goran Reljic,+120,Wilson Gouveia,-140,UFC 84: Ill Will,May 24th 2008
Wilson Reis,+175,Alexandre Pantoja,-245,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Wilson Reis,-150,Ben Nguyen,+110,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Wilson Reis,-170,John Moraga,+145,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Wilson Reis,+300,Henry Cejudo,-420,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Wilson Reis,+250,Yuta Sasaki,-350,UFC 208: Holm vs. de Randamie,Feb 11th 2017
Wilson Reis,-315,Hector Sandoval,+235,UFC 201: Lawler vs. Woodley,Jul 30th 2016
Wilson Reis,+170,Dustin Ortiz,-230,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Wilson Reis,-105,Jussier Formiga,-135,UFC Fight Night 67: Alves vs. Condit,May 30th 2015
Wilson Reis,-165,Scott Jorgensen,+125,UFC 179: Aldo vs. Mendes II,Oct 25th 2014
Wilson Reis,-305,Joby Sanchez,+225,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
Wilson Reis,+165,Yuri Alcantara,-215,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
Wilson Reis,+550,Demetrious Johnson,-1050,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Wilson Reis,+105,Ivan Menjivar,-145,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Jason Reinhardt,+240,Edwin Figueroa,-300,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011
Jason Reinhardt,+205,Tiequan Zhang,-265,UFC 127: Penn vs. Fitch,Feb 26th 2011
Danyelle Wolf,+285,Norma Dumont,-350,UFC 279,Sep 10th 2022
Nathaniel Wood,-350,Daniel Pineda,+240,UFC,Jul 28th 2024
Nathaniel Wood,-275,Muhammad Naimov,+200,UFC 294,Oct 21st 2023
Nathaniel Wood,-200,Andre Fili,+150,UFC 292,Jul 22nd 2023
Nathaniel Wood,+170,Charles Jourdain,-200,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Nathaniel Wood,-350,Charles Rosa,+285,UFC Fight Night: Blaydes vs. Aspinall,Jul 23rd 2022
Nathaniel Wood,-400,Liudvik Sholinian,+300,UFC Fight Night 205,Mar 19th 2022
Nathaniel Wood,+125,Casey Kenney,-145,UFC 254: Khabib vs. Gaethje,Oct 24th 2020
Nathaniel Wood,-365,John Castaneda,+255,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Nathaniel Wood,-170,John Dodson,+140,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Nathaniel Wood,-265,Jose Quinonez,+185,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Nathaniel Wood,-110,Andre Ewell,-110,UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018
Nathaniel Wood,-260,Johnny Eduardo,+180,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Joanne Wood,+136,Maryna Moroz,-162,UFC,Mar 9th 2024
Joanne Wood,-145,Luana Carolina,+125,UFC 286,Mar 18th 2023
Joanne Wood,+160,Alexa Grasso,-185,UFC Fight Night 207,Mar 26th 2022
Brandon Wolff,+385,Yoshiyuki Yoshida,-535,UFC 98: Evans vs Machida,May 23rd 2009
Brandon Wolff,+295,Ben Saunders,-385,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Zach Reese,-355,Jose Medina,+280,UFC,Aug 24th 2024
Zach Reese,-275,Cody Brundage,+200,UFC Fight Night,Dec 2nd 2023
Jason Witt,+210,Josh Quinlan,-250,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Jason Witt,+180,Josh Quinlan,-240,UFC on ESPN: Santos vs. Hill,Aug 6th 2022
Jason Witt,+135,Philip Rowe,-155,UFC Fight Night 202,Feb 5th 2022
Jason Witt,+170,Bryan Barberena,-200,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Jason Witt,+125,Cole Williams,-145,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Jason Witt,+215,Takashi Sato,-275,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Jason Witt,-110,Matthew Semelsberger,-110,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13th 2021
Johnny Rees,-130,Steve Bruno,+100,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Paul Redmond,+135,Robert Whiteford,-175,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Paul Redmond,+250,Mirsad Bektic,-350,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24th 2015
Deron Winn,+205,Phillip Hawes,-240,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Deron Winn,+210,Phillip Hawes,-275,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Deron Winn,+150,Antonio Arroyo,-175,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Deron Winn,-150,Gerald Meerschaert,+130,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Deron Winn,+115,Darren Stewart,-135,UFC on ESPN 6: Reyes vs. Weidman,Oct 18th 2019
Deron Winn,-320,Eric Spicely,+240,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Elise Reed,+300,Lupita Godinez,-435,UFC,Sep 17th 2023
Elise Reed,+150,Jinh Yu Frey,-175,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Elise Reed,+225,Loma Lookboonmee,-265,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Elise Reed,+212,Mellisa Martinez,-252,UFC 279,Sep 10th 2022
Elise Reed,-150,Sam Hughes,+130,UFC Fight Night 2010,May 21st 2022
Elise Reed,+155,Cory McKenna,-180,UFC Fight Night 205,Mar 19th 2022
Elise Reed,+190,Sijara Eubanks,-225,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Elise Reed,,Cynthia Calvillo,,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16th 2023
Elise Reed,,Loma Lookboonmee,,UFC Fight Night 218,Jan 14th 2023
Eric Wisely,-180,Jason Young,+150,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Eric Wisely,+340,Charles Oliveira,-510,UFC on FOX 2,Jan 28th 2012
Eddie Wineland,+235,Cody Stamann,-275,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Eddie Wineland,-150,John Castaneda,+130,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Eddie Wineland,-145,Grigory Popov,+105,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Eddie Wineland,+165,Alejandro Perez,-215,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
Eddie Wineland,+200,John Dodson,-280,UFC Fight Night 108: Swanson vs. Lobov,Apr 22nd 2017
Eddie Wineland,-245,Takeya Mizugaki,+175,UFC on FOX 22: VanZant vs. Waterson,Dec 17th 2016
Eddie Wineland,+145,Frankie Saenz,-185,UFC on FOX 20: Holm vs. Shevchenko,Jul 23rd 2016
Eddie Wineland,-170,Bryan Caraway,+130,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25th 2015
Eddie Wineland,-425,Johnny Eduardo,+305,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Eddie Wineland,-305,Yves Jabouin,+225,UFC on FOX 10: Henderson vs. Thomson,Jan 25th 2014
Eddie Wineland,+310,Sean O'Malley,-400,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Eddie Wineland,+325,Renan Barao,-475,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Eddie Wineland,+120,Brad Pickett,-160,UFC 155: Dos Santos vs. Velasquez II,Dec 29th 2012
Eddie Wineland,+155,Scott Jorgensen,-195,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012
Eddie Wineland,+175,Joseph Benavidez,-225,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011
Eddie Wineland,+155,Urijah Faber,-195,UFC 128: Shogun vs. Jones,Mar 19th 2011
Keith Wisniewski,-110,Ivan Jorge,-130,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013
Keith Wisniewski,+180,Chris Clements,-260,UFC 145: Jones vs. Evans,Apr 21st 2012
Keith Wisniewski,+200,Josh Neer,-260,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Andre Winner,+135,Anthony Njokuani,-165,UFC 132: Cruz vs. Faber,Jul 2nd 2011
Andre Winner,+100,Dennis Siver,-130,UFC 122: Marquardt vs. Okami,Nov 13th 2010
Andre Winner,-215,Nik Lentz,+170,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
Andre Winner,-165,Rafaello Oliveira,+135,UFC Fight Night 21: Florian vs. Gomi,Mar 31st 2010
Andre Winner,-390,Rolando Delgado,+300,UFC 105: Couture vs Vera,Nov 14th 2009
Andre Winner,-205,Ross Pearson,+165,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Westin Wilson,+240,Jeka Saragih,-350,UFC,Jun 15th 2024
Westin Wilson,+550,Jean Silva,-800,UFC,Jan 13th 2024
Westin Wilson,+500,Joanderson Brito,-800,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Mateusz Rebecki,-245,Diego Ferreira,+200,UFC,May 12th 2024
Mateusz Rebecki,-700,Roosevelt Roberts,+440,UFC,Nov 12th 2023
Mateusz Rebecki,-185,Nurullo Aliev,+150,UFC 295: Jones vs. Miocic,Nov 11th 2023
Matt Wiman,+225,Jordan Leavitt,-305,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Matt Wiman,+150,Joe Solecki,-180,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Matt Wiman,+185,Luis Pena,-265,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Matt Wiman,-230,Isaac Vallie-Flagg,+170,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Matt Wiman,-120,T.J. Grant,-120,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013
Matt Wiman,-120,Paul Sass,-120,UFC on FUEL TV 5: Struve vs. Miocic,Sep 29th 2012
Matt Wiman,-215,Mac Danzig,+170,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Matt Wiman,+135,Dennis Siver,-165,UFC 132: Cruz vs. Faber,Jul 2nd 2011
Matt Wiman,+160,Cole Miller,-195,UFC Fight Night 23: Fight For The Troops II,Jan 22nd 2011
Matt Wiman,-115,Mac Danzig,-115,UFC 115: Liddell vs. Franklin,Jun 12th 2010
Matt Wiman,-350,Shane Nelson,+260,UFC 107: Penn vs Sanchez,Dec 12th 2009
Matt Wiman,+135,Sam Stout,-165,UFC 97: Redemption,Apr 18th 2009
Matt Wiman,+105,Jim Miller,-135,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Matt Wiman,+337,Thiago Tavares,-475,UFC 85: Bedlam,Jun 7th 2008
Matt Wiman,-220,Justin Buchholz,+173,UFC Fight Night 12: Swick vs Burkman,Jan 23rd 2008
Matt Wiman,-320,Michihiro Omigawa,+260,UFC 76: Knockout,Sep 22nd 2007
Jonathan Wilson,+160,Oskar Piechota,-210,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Jonathan Wilson,-110,Ion Cutelaba,-130,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Jonathan Wilson,-230,Luiz Henrique da Silva,+170,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Jonathan Wilson,-190,Chris Dempsey,+150,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 8th 2015
Abdul Razak Alhassan,+100,Cody Brundage,-120,UFC Fight Night,Jul 14th 2024
Abdul Razak Alhassan,+200,Joe Pfyer,-275,UFC,Oct 8th 2023
Abdul Razak Alhassan,+140,Brunno Ferreira,-165,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Abdul Razak Alhassan,-115,Claudio Ribeiro,-105,UFC Fight Night 218,Jan 14th 2023
Abdul Razak Alhassan,+130,Joaquin Buckley,-150,UFC,Feb 19th 2022
Abdul Razak Alhassan,+135,Joaquin Buckley,-165,UFC Fight Night 201,Jan 15th 2022
Abdul Razak Alhassan,+125,Alessio Di Chirico,-155,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
Abdul Razak Alhassan,-175,Khaos Williams,+135,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Abdul Razak Alhassan,-200,Mounir Lazzez,+170,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Abdul Razak Alhassan,-185,Niko Price,+145,UFC 228: Woodley vs. Till,Sep 8th 2018
Abdul Razak Alhassan,-315,Sabah Homasi,+235,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Abdul Razak Alhassan,-185,Omari Akhmedov,+145,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28th 2017
Abdul Razak Alhassan,-350,Charlie Ward,+250,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Abdul Razak Alhassan,-350,Jacob Malkoun,+285,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17th 2021
Abdul Razak Alhassan,,Brunno Ferreira,,UFC Fight Night 226,May 20th 2023
Stevie Ray,+175,Michael Johnson,-245,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019
Stevie Ray,+155,Leonardo Santos,-195,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Stevie Ray,-215,Jessin Ayari,+165,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Stevie Ray,-175,Kajan Johnson,+135,UFC Fight Night 127: Werdum vs. Volkov,Mar 17th 2018
Stevie Ray,-110,Paul Felder,-130,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Stevie Ray,-115,Joe Lauzon,-125,UFC Fight Night 108: Swanson vs. Lobov,Apr 22nd 2017
Stevie Ray,+100,Ross Pearson,-140,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Stevie Ray,-280,Alan Patrick,+200,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24th 2016
Stevie Ray,-270,Mickael Lebout,+190,UFC Fight Night 76: Holohan vs. Smolka,Oct 24th 2015
Stevie Ray,-190,Leonardo Mafra,+150,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Stevie Ray,-190,Marcin Bandel,+150,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
Bec Rawlings,+170,Ashlee Evans-Smith,-230,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Bec Rawlings,-155,Jessica-Rose Clark,+115,UFC Fight Night 121: Werdum vs. Tybura,Nov 18th 2017
Bec Rawlings,+200,Tecia Torres,-280,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 4th 2017
Bec Rawlings,+175,Paige Vanzant,-245,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
Bec Rawlings,-110,Seo Hee Ham,-130,UFC Fight Night 85: Hunt vs. Mir,Mar 19th 2016
Bec Rawlings,-260,Lisa Ellis,+180,UFC Fight Night 65: Hunt vs. Miocic,May 9th 2015
Bec Rawlings,-270,Heather Clark,+190,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014
Gilbert Yvel,+175,Jon Madsen,-225,UFC 121: Lesnar vs. Velasquez,Oct 23rd 2010
Gilbert Yvel,+110,Ben Rothwell,-150,UFC 115: Liddell vs. Franklin,Jun 12th 2010
Gilbert Yvel,+210,Junior Dos Santos,-270,UFC 108: Evans vs Silva,Jan 2nd 2010
Sodiq Yusuff,+140,Diego Lopes,-180,UFC 300,Apr 14th 2024
Sodiq Yusuff,-175,Edson Barboza,+130,UFC Fight Night,Oct 15th 2023
Sodiq Yusuff,-550,Don Shainis,+420,UFC Vegas 57,Oct 1st 2022
Sodiq Yusuff,+150,Giga Chikadze,-185,UFC Fight Night 211,Sep 17th 2022
Sodiq Yusuff,-225,Alex Caceres,+190,UFC,Mar 12th 2022
Sodiq Yusuff,-120,Arnold Allen,+100,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
Sodiq Yusuff,-195,Andre Fili,+170,UFC 246: McGregor vs. Cowboy,Jan 18th 2020
Sodiq Yusuff,-305,Gabriel Benitez,+225,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019
Sodiq Yusuff,-135,Sheymon Moraes,-105,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Sodiq Yusuff,-385,Suman Mokhtarian,+265,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Rob Yundt,+130,Rob Kimmons,-160,UFC: The Ultimate Fighter 7 Finale,Jun 21st 2008
Chris Wilson,+120,Mike Pyle,-150,UFC Fight Night 19,Sep 16th 2009
Chris Wilson,-370,John Howard,+280,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Chris Wilson,-335,Steve Bruno,+255,UFC 87: Seek And Destroy,Aug 9th 2008
Karl Williams,-245,Jhonata Diniz,+200,UFC,Aug 10th 2024
Karl Williams,-290,Justin Tafa,+215,UFC,Mar 24th 2024
Karl Williams,-355,Chase Sherman,+290,UFC Fight Night: Smith vs Walker,May 13th 2023
Karl Williams,-550,Chase Sherman,+420,UFC 287,Apr 8th 2023
Karl Williams,+145,Rukasz Brzeski,-170,UFC Fight Night 221,Mar 11th 2023
Justin Willis,+175,Curtis Blaydes,-245,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Justin Willis,+115,Mark Hunt,-155,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018
Justin Willis,-215,Chase Sherman,+165,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Justin Willis,-210,Allen Crowder,+160,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017
Justin Willis,-190,James Mulheron,+150,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Khaos Williams,+105,Carlston Harris,-125,Road to UFC,May 19th 2024
Khaos Williams,-265,Ronaldo Bedoya,+225,UFC Fight Night 225,May 6th 2023
Khaos Williams,+105,Randy Brown,-125,UFC 274: Oliveira vs. Gaethje,May 7th 2022
Khaos Williams,+155,Miguel Baeza,-180,UFC Fight Night: Holloway vs. Rodriguez,Nov 13th 2021
Khaos Williams,-150,Matthew Semelsberger,+130,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
Khaos Williams,+150,Michel Pereira,-175,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Khaos Williams,+135,Abdul Razak Alhassan,-175,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Cole Williams,-145,Jason Witt,+125,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Cole Williams,+280,Claudio Silva,-400,UFC on ESPN 5: Covington vs. Lawler,Aug 3rd 2019
Tim Williams,+200,Eryk Anders,-280,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
Patrick Williams,+230,Luke Sanders,-310,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Patrick Williams,+265,Tom Duquesnoy,-385,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Patrick Williams,+110,Alejandro Perez,-150,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
Jordan Williams,+235,Ian Garry,-290,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Jordan Williams,-150,Mickey Gall,+130,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Jordan Williams,-215,Nassourdine Imavov,+165,UFC on ESPN 16: Holm vs. Aldana,Oct 3rd 2020
Mitch Raposo,+225,Andre Lima,-275,UFC,Jun 1st 2024
Ricardo Ramos,+140,Josh Culibao,-166,UFC,Aug 17th 2024
Ricardo Ramos,-175,Julian Erosa,+145,UFC,Mar 24th 2024
Ricardo Ramos,-105,Charles Jourdain,-125,UFC on ESPN 53,Sep 23rd 2023
Ricardo Ramos,-260,Austin Lingo,+200,UFC Fight Night 221,Mar 11th 2023
Ricardo Ramos,-450,Danny Henry,+333,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Ricardo Ramos,-310,Danny Chavez,+260,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Ricardo Ramos,-110,Zubaira Tukhugov,-110,UFC 267: Brachowicz vs. Teixeira,Oct 30th 2021
Ricardo Ramos,+100,Bill Algeo,-120,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
Ricardo Ramos,-140,Lerone Murphy,+120,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Ricardo Ramos,-215,Eduardo Garagorri,+165,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16th 2019
Ricardo Ramos,-305,Journey Newson,+225,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Ricardo Ramos,+145,Said Nurmagomedov,-185,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019
Ricardo Ramos,-245,Kyung Ho Kang,+175,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Ricardo Ramos,-130,Aiemann Zahabi,-110,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
Besam Yousef,+130,Papy Abedi,-170,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 6th 2013
Besam Yousef,+230,Simeon Thoresen,-290,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Luis Ramos,+180,Matt Brown,-260,UFC on FX 4: Guida vs. Maynard,Jun 22nd 2012
Shanna Young,+250,Miranda Maverick,-300,UFC Fight Night 214ting Championship,Nov 5th 2022
Shanna Young,+280,Miranda Maverick,-350,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Shanna Young,+150,Gina Mazany,-175,UFC Fight Night: Font vs. Vera,Apr 30th 2022
Shanna Young,-150,Stephanie Egger,+130,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Shanna Young,+300,Macy Chiasson,-365,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Davi Ramos,+195,Arman Tsarukyan,-230,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Davi Ramos,+285,Islam Makhachev,-405,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Davi Ramos,-230,Austin Hubbard,+170,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18th 2019
Davi Ramos,-445,John Gunther,+315,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018
Davi Ramos,+145,Nick Hein,-185,UFC 224: Nunes vs. Pennington,May 12th 2018
Davi Ramos,-180,Chris Gruetzemacher,+140,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017
Davi Ramos,+160,Sergio Moraes,-210,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
