Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Hunter Azure,-185,Cole Smith,+160,UFC on ESPN+ 34: Overeem vs. Sakai,Sep 5th 2020
Hunter Azure,-200,Brian Kelleher,+170,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Hunter Azure,+145,Brad Katona,-185,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Hunter Azure,+130,Jack Shore,-150,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
Bartosz Fabinski,-140,Andre Muniz,+120,UFC on ESPN+ 34: Overeem vs. Sakai,Sep 5th 2020
Bartosz Fabinski,+280,Michel Prazeres,-400,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018
Bartosz Fabinski,+205,Emil Meek,-285,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018
Bartosz Fabinski,-230,Hector Urbina,+170,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015
Bartosz Fabinski,-155,Garreth McLellan,+115,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
Bartosz Fabinski,-150,Gerald Meerschaert,+130,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17th 2021
Brandon Davis,-110,Mana Martinez,-110,UFC Fight Night 212,Oct 15th 2022
Brandon Davis,+250,Danaa Batgerel,-300,UFC Fight Night: Ladd vs. Dumont,Oct 16th 2021
Brandon Davis,-180,Giga Chikadze,+140,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28th 2019
Brandon Davis,+145,Kyung Ho Kang,-185,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019
Brandon Davis,-105,Randy Costa,-135,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Brandon Davis,+600,Zabit Magomedsharipov,-1050,UFC 228: Woodley vs. Till,Sep 8th 2018
Brandon Davis,+125,Enrique Barzola,-165,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
Brandon Davis,-185,Kyle Bochniak,+145,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Brandon Jenkins,+220,Drakkar Klose,-260,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Brandon Jenkins,+170,Zhu Rong,-200,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Charlie Campbell,-192,Trevor Peek,+160,UFC,Apr 6th 2024
Charlie Campbell,-350,Alex Reyes,+240,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16th 2023
Sarah Kaufman,-230,Valentina Shevchenko,+170,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015
Sarah Kaufman,-245,Alexis Davis,+175,UFC 186: Johnson vs. Horiguchi,Apr 25th 2015
Sarah Kaufman,-270,Leslie Smith,+190,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
Sarah Kaufman,-215,Jessica Eye,+165,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013
Trey Ogden,+120,Loik Radzhabov,-163,UFC Fight Night,Jul 20th 2024
Trey Ogden,-105,Kurt Holobaugh,-115,UFC,Mar 24th 2024
Trey Ogden,+110,Nikolas Motta,-150,UFC,Nov 18th 2023
Trey Ogden,+240,Ignacio Bahamondes,-280,UFC 287,Apr 8th 2023
Trey Ogden,+160,Manuel Torres,-195,UFC Fight Night 222,Mar 25th 2023
Trey Ogden,-155,Daniel Zellhuber,+135,UFC 279,Sep 10th 2022
Trey Ogden,+200,Daniel Zellhuber,-240,UFC Fight Night 211,Sep 17th 2022
Gadzhi Omargadzhiev,+155,Abubakar Nurmagomedov,-180,UFC 281,Oct 22nd 2022
Gadzhi Omargadzhiev,-150,Caio Borralho,+130,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Saimon Oliveira,+136,Daniel Marcos,-156,UFC 283,Jan 21st 2023
Saimon Oliveira,+145,Tony Gravely,-170,UFC 270,Jan 22nd 2022
Cristian Quinonez,-188,Kang Kyung-Ho,+140,UFC Fight Night 227,Jun 17th 2023
Tito Ortiz,+225,Forrest Griffin,-285,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012
Tito Ortiz,+135,Antonio Rogerio Nogueira,-165,UFC 140: Jones vs. Machida,Dec 10th 2011
Tito Ortiz,+330,Rashad Evans,-450,UFC 133: Evans vs. Ortiz 2,Aug 6th 2011
Tito Ortiz,+270,Ryan Bader,-360,UFC 132: Cruz vs. Faber,Jul 2nd 2011
Tito Ortiz,+120,Matt Hamill,-150,UFC 121: Lesnar vs. Velasquez,Oct 23rd 2010
Tito Ortiz,+150,Forrest Griffin,-180,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Tito Ortiz,+110,Lyoto Machida,-150,UFC 84: Ill Will,May 24th 2008
Jose Quinonez,-105,Louis Smolka,-135,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Jose Quinonez,+115,Louis Smolka,-135,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Jose Quinonez,-245,Carlos Huachin,+175,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Jose Quinonez,+185,Nathaniel Wood,-265,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Jose Quinonez,-175,Diego Rivas,+135,UFC Fight Night 114: Pettis vs. Moreno,Aug 5th 2017
Jose Quinonez,+130,Joey Gomez,-170,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016
Jose Quinonez,+175,Leonardo Morales,-245,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Jose Quinonez,-250,Alejandro Perez,+210,UFC 180: Werdum vs. Hunt,Nov 15th 2014
Jose Quinonez,+275,Sean O'Malley,-350,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Jose Quinonez,-175,Teruto Ishihara,+145,UFC 221: Romero vs. Rockhold,Feb 10th 2018
Dong Hyun Ma,+120,Omar Morales,-150,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,Dec 21st 2019
Dong Hyun Ma,+205,Scott Holtzman,-285,UFC on ESPN 5: Covington vs. Lawler,Aug 3rd 2019
Dong Hyun Ma,+170,Devonte Smith,-230,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Dong Hyun Ma,-270,Takanori Gomi,+190,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22nd 2017
Dong Hyun Ma,-110,Brendan O'Reilly,-130,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Dong Hyun Ma,-155,Polo Reyes,+115,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Dong Hyun Ma,+145,Dominique Steele,-185,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28th 2015
Caio Machado,+154,Don'tale Mayes,-185,UFC,Apr 27th 2024
Caio Machado,+275,Mick Parkin,-345,UFC,Nov 18th 2023
Levan Makashvili,-280,Damon Jackson,+200,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Levan Makashvili,+160,Hacran Dias,-210,UFC Fight Night 70: Machida vs. Romero,Jun 27th 2015
Angela Magana,+250,Amanda Cooper,-350,UFC 218: Holloway vs. Aldo 2,Dec 2nd 2017
Angela Magana,+335,Michelle Waterson,-505,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
Angela Magana,+400,Tecia Torres,-600,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014
Luis Pajuelo,+205,Fernando Padilla,-250,UFC,Mar 24th 2024
Chris Padilla,+250,James Llontop,-333,UFC,Apr 27th 2024
Fredson Paixao,-170,Pablo Garza,+150,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Alex Pereira,-135,Jiri Prochazka,+114,UFC 303,Jun 30th 2024
Alex Pereira,-163,Jamahal Hill,+130,UFC 300,Apr 14th 2024
Alex Pereira,+105,Jiri Prochazka,-138,UFC,Nov 12th 2023
Alex Pereira,+128,Jan Brachowicz,-164,UFC,Jul 30th 2023
Alex Pereira,+170,Israel Adesanya,-200,UFC 281,Nov 12th 2022
Alex Pereira,+150,Sean Strickland,-175,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Alex Pereira,-170,Bruno Silva,+145,UFC,Mar 12th 2022
Alex Pereira,-150,Andreas Michailidis,+130,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Luis Pena,-240,Khama Worthy,+205,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Luis Pena,-165,Matt Frevola,+125,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Luis Pena,-265,Matt Wiman,+185,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Luis Pena,-230,Steven Peterson,+170,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Luis Pena,-275,Mike Trizano,+195,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018
Luis Pena,-290,Richie Smullen,+210,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 6th 2018
Luis Pena,-175,Alex Munoz,+150,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17th 2021
Marcin Prachnio,+110,Modestas Bukauskas,-150,UFC,Jul 27th 2024
Marcin Prachnio,+110,Devin Clark,-130,UFC,Feb 10th 2024
Marcin Prachnio,+200,Vitor Petrino,-275,UFC 290,Jul 8th 2023
Marcin Prachnio,-110,William Knight,-110,UFC Fight Night 219,Feb 18th 2023
Marcin Prachnio,-145,William Knight,+120,UFC Fight Night 215,Nov 19th 2022
Marcin Prachnio,-150,Philipe Lins,+130,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Marcin Prachnio,-193,Isaac Villanueva,+168,UFC Fight Night 190: Gane vs. Volkov,Jun 26th 2021
Marcin Prachnio,+250,Khalil Rountree,-300,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Marcin Prachnio,+145,Mike Rodriguez,-170,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
Marcin Prachnio,+250,Magomed Ankalaev,-350,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018
Marcin Prachnio,-280,Sam Alvey,+200,UFC on FOX 28: Stephens vs. Emmett,Feb 24th 2018
Julianna Pena,+210,Amanda Nunes,-250,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Julianna Pena,+500,Amanda Nunes,-800,UFC 269,Dec 11th 2021
Julianna Pena,-140,Sara McMann,+120,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Julianna Pena,+160,Germaine de Randamie,-185,UFC on ESPN 16: Holm vs. Aldana,Oct 3rd 2020
Julianna Pena,-155,Nicco Montano,+115,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
Julianna Pena,+130,Valentina Shevchenko,-170,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Julianna Pena,+120,Cat Zingano,-160,UFC 200: Tate vs. Nunes,Jul 9th 2016
Julianna Pena,-180,Jessica Eye,+140,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Julianna Pena,-305,Milana Dudieva,+225,UFC Fight Night 63: Mendes vs. Lamas,Apr 4th 2015
Alex Perez,+142,Tatsuro Taira,-170,UFC,Jun 15th 2024
Alex Perez,+145,Matheus Nicolau,-175,UFC,Apr 28th 2024
Alex Perez,+250,Muhammad Mokaev,-310,UFC,Mar 2nd 2024
Alex Perez,+190,Manel Kape,-225,UFC Fight Night 222,Mar 25th 2023
Alex Perez,+235,Alexandre Pantoja,-275,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Alex Perez,-375,Matt Schnell,+290,UFC 271,Feb 12th 2022
Alex Perez,-303,Matt Schnell,+240,UFC 269,Dec 11th 2021
Alex Perez,+180,Deiveson Figueiredo,-210,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Alex Perez,-185,Mark de La Rosa,+145,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Alex Perez,+155,Joseph Benavidez,-195,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Alex Perez,-120,Jose Torres,-120,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Alex Perez,-160,Eric Shelton,+120,UFC on FOX 28: Stephens vs. Emmett,Feb 24th 2018
Alex Perez,-260,Carls John de Tomas,+180,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017
Alex Perez,+110,Jussier Formiga,-130,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Alex Perez,-280,Jordan Espinosa,+220,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25th 2020
Alex Perez,,Askar Askarov,,UFC Fight Night 211,Jun 4th 2022
Ivana Petrovic,-455,Na Liang,+350,UFC,Apr 27th 2024
Ivana Petrovic,-225,Luana Carolina,+163,UFC Fight Night: Strickland vs. Magomedov,Jul 1st 2023
Kyle Prepolec,+170,Austin Hubbard,-230,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Kyle Prepolec,-135,Nordine Taleb,-105,UFC on ESPN+ 9: Iaquinta vs. Cowboy,May 4th 2019
Sarah Moras,-190,Vanessa Melo,+165,UFC on ABC 1: Holloway vs. Kattar,Jan 16th 2021
Sarah Moras,+235,Sijara Eubanks,-275,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Sarah Moras,+165,Liana Jojua,-215,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Sarah Moras,+220,Macy Chiasson,-300,UFC on ESPN+ 9: Iaquinta vs. Cowboy,May 4th 2019
Sarah Moras,-285,Talita Bernardo,+205,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Sarah Moras,+175,Ashlee Evans-Smith,-245,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Sarah Moras,+235,Jessica Andrade,-315,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Sarah Moras,+150,Alexis Dufresne,-190,UFC: The Ultimate Fighter 19 Finale,Jul 6th 2014
Sarah Moras,+155,Lucie Pudilova,-185,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
Elvis Mutapcic,+105,Anthony Smith,-145,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Elvis Mutapcic,-120,Kevin Casey,-120,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
Elvis Mutapcic,-165,Francimar Barroso,+125,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17th 2016
Magomed Mustafaev,-180,Rafael Fiziev,+140,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019
Magomed Mustafaev,+110,Kevin Lee,-150,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Magomed Mustafaev,-280,Joe Proctor,+200,UFC 194: Aldo vs. McGregor,Dec 12th 2015
Magomed Mustafaev,+100,Piotr Hallmann,-140,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
Azamat Murzakanov,-200,Alonzo Menifield,+165,UFC,Aug 3rd 2024
Azamat Murzakanov,-175,Khalil Rountree Jr.,+145,UFC Fight Night,Dec 2nd 2023
Azamat Murzakanov,+170,Dustin Jacoby,-200,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Azamat Murzakanov,+115,Dustin Jacoby,-145,UFC Fight Night 222,Mar 25th 2023
Azamat Murzakanov,-175,Devin Clark,+150,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Azamat Murzakanov,+125,Tafon Nchukwi,-145,UFC,Mar 12th 2022
Azamat Murzakanov,-227,Jared Vanderaa,+187,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Azamat Murzakanov,-225,Philipe Lins,+185,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Khalid Murtazaliev,-160,C.B. Dollaway,+140,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018
Nicholas Musoke,-230,Alexander Yakovlev,+170,UFC Fight Night 53: Nelson vs. Story,Oct 4th 2014
Nicholas Musoke,+335,Kelvin Gastelum,-505,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Nicholas Musoke,+145,Viscardi Andrade,-185,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
Nicholas Musoke,+180,Alessio Sakara,-220,UFC Fight Night 30: Machida vs. Munoz,Oct 26th 2013
Lauren Murphy,+385,Jessica Andrade,-500,UFC 283,Jan 21st 2023
Lauren Murphy,+136,Miesha Tate,-162,UFC on ABC: Ortega vs. Rodriguez,Jul 16th 2022
Lauren Murphy,+145,Miesha Tate,-175,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Lauren Murphy,+520,Valentina Shevchenko,-720,UFC 266: Volkanovski vs. Ortega,Sep 25th 2021
Lauren Murphy,+130,Joanne Calderwood,-150,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Lauren Murphy,-350,Liliya Shakirova,+250,UFC 254: Khabib vs. Gaethje,Oct 24th 2020
Lauren Murphy,+125,Roxanne Modafferi,-165,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Lauren Murphy,+225,Andrea Lee,-305,UFC 247: Jones vs. Reyes,Feb 8th 2020
Lauren Murphy,+150,Mara Romero Borella,-190,UFC on ESPN 5: Covington vs. Lawler,Aug 3rd 2019
Lauren Murphy,+150,Sijara Eubanks,-190,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Lauren Murphy,-260,Katlyn Chookagian,+180,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Lauren Murphy,-310,Kelly Faszholz,+230,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
Lauren Murphy,+115,Liz Carmouche,-155,UFC Fight Night 63: Mendes vs. Lamas,Apr 4th 2015
Lauren Murphy,+210,Sara McMann,-290,UFC Fight Night 47: Bader vs. Saint Preux,Aug 16th 2014
Lauren Murphy,+150,Barb Honchak,-190,UFC: The Ultimate Fighter 26 Finale,Dec 1st 2017
Vince Murdock,+185,Jordan Griffin,-265,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Kanako Murata,-218,Vanessa Demopoulos,+180,UFC Fight Night,Oct 7th 2023
Kanako Murata,+105,Virna Jandiroba,-125,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
Kanako Murata,-140,Randa Markos,+120,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Johnny Munoz,+110,Aoriqileng,-150,UFC Fight Night,Oct 7th 2023
Johnny Munoz,-180,Daniel Santos,+155,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Makhmud Muradov,+105,Aliaskhab Khizriev,-138,UFC Fight Night,Feb 4th 2024
Makhmud Muradov,-275,Bryan Barberena,+200,UFC 292,Jul 22nd 2023
Makhmud Muradov,+170,Caio Borralho,-200,UFC 281,Oct 22nd 2022
Makhmud Muradov,-235,Gerald Meerschaert,+200,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
Makhmud Muradov,+155,Andrew Sanchez,-185,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Makhmud Muradov,-260,Trevor Smith,+200,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Makhmud Muradov,+170,Alessio Di Chirico,-230,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28th 2019
Andre Muniz,+205,Jun Yong Park,-250,UFC,Dec 10th 2023
Andre Muniz,-188,Paul Craig,+140,UFC 292,Jul 22nd 2023
Andre Muniz,-110,Brendan Allen,-110,UFC Fight Night 220,Feb 25th 2023
Andre Muniz,-225,Uriah Hall,+190,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Andre Muniz,-125,Eryk Anders,+105,UFC 269,Dec 11th 2021
Andre Muniz,+100,Ronaldo Souza,-120,UFC 262: Oliveira vs. Chandler,May 15th 2021
Andre Muniz,+120,Bartosz Fabinski,-140,UFC on ESPN+ 34: Overeem vs. Sakai,Sep 5th 2020
Andre Muniz,-120,Antonio Arroyo,-120,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16th 2019
Pedro Munhoz,+136,Kyler Phillips,-162,UFC 299,Mar 10th 2024
Pedro Munhoz,+154,Marlon Vera,-185,UFC,Aug 20th 2023
Pedro Munhoz,+200,Chris Gutierrez,-235,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Pedro Munhoz,+170,Chris Gutierrez,-200,UFC Fight Night 222,Mar 25th 2023
Pedro Munhoz,+210,Sean O'Malley,-250,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Pedro Munhoz,-155,Dominick Cruz,+135,UFC 269,Dec 11th 2021
Pedro Munhoz,+115,Jose Aldo,-138,UFC 265: Lewis vs. Gane,Aug 7th 2021
Pedro Munhoz,+130,Jimmie Rivera,-150,UFC Fight Night 186: Rozenstruik vs. Gane,Feb 27th 2021
Pedro Munhoz,-210,Frankie Edgar,+180,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
Pedro Munhoz,-125,Aljamain Sterling,-115,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Pedro Munhoz,+145,Cody Garbrandt,-185,UFC 235: Jones vs. Smith,Mar 2nd 2019
Pedro Munhoz,+195,Bryan Caraway,-275,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Pedro Munhoz,-155,Brett Johns,+115,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Pedro Munhoz,+140,John Dodson,-180,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018
Pedro Munhoz,+110,Rob Font,-150,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
Pedro Munhoz,-505,Damian Stasiak,+335,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28th 2017
Pedro Munhoz,+125,Justin Scoggins,-165,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016
Pedro Munhoz,-265,Russell Doane,+185,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016
Pedro Munhoz,-210,Jimmie Rivera,+160,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Pedro Munhoz,-385,Jerrod Sanders,+265,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 4th 2014
Pedro Munhoz,-265,Matt Hobar,+185,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014
Pedro Munhoz,+170,Raphael Assuncao,-230,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Belal Muhammad,+240,Leon Edwards,-298,UFC,Jul 28th 2024
Belal Muhammad,+140,Gilbert Burns,-180,UFC Fight Night 225,May 6th 2023
Belal Muhammad,-225,Sean Brady,+190,UFC 281,Oct 22nd 2022
Belal Muhammad,+180,Vicente Luque,-210,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Belal Muhammad,+210,Stephen Thompson,-250,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Belal Muhammad,-220,Demian Maia,+185,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Belal Muhammad,-350,Dhiego Lima,+285,UFC 258: Usman vs. Burns,Feb 13th 2021
Belal Muhammad,-130,Lyman Good,-110,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Belal Muhammad,-230,Takashi Sato,+170,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Belal Muhammad,+135,Curtis Millender,-175,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Belal Muhammad,+115,Geoff Neal,-155,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Belal Muhammad,-400,Chance Rencountre,+280,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Belal Muhammad,+170,Tim Means,-230,UFC Fight Night 121: Werdum vs. Tybura,Nov 18th 2017
Belal Muhammad,-135,Jordan Mein,-105,UFC 213: Romero vs. Whittaker,Jul 8th 2017
Belal Muhammad,-105,Randy Brown,-135,UFC 208: Holm vs. de Randamie,Feb 11th 2017
Belal Muhammad,-135,Vicente Luque,-105,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Belal Muhammad,-305,Augusto Montano,+225,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016
Belal Muhammad,+105,Alan Jouban,-145,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016
Belal Muhammad,+220,Leon Edwards,-270,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13th 2021
James Mulheron,+150,Justin Willis,-190,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Askar Mozharov,+110,Alonzo Menifield,-130,UFC Fight Night 211,Jun 4th 2022
Askar Mozharov,,Dustin Jacoby,,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Lauren Mueller,+170,J.J. Aldrich,-230,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Lauren Mueller,+125,Poliana Botelho,-165,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Lauren Mueller,-380,Yanan Wu,+260,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Lauren Mueller,-190,Shana Dobson,+150,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Quinn Mulhern,+150,Katsunori Kikuno,-190,UFC Fight Night 34: Saffiedine vs. Lim,Jan 4th 2014
Quinn Mulhern,+240,Rick Story,-320,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013
Kris Moutinho,+105,Guido Cannetti,-125,UFC,Mar 12th 2022
Kris Moutinho,+375,Sean Omalley,-500,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Jamie Moyle,-350,Emily Whitmire,+250,UFC 226: Miocic vs. Cormier,Jul 7th 2018
Jamie Moyle,-110,Viviane Pereira,-130,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Jamie Moyle,+130,Kailin Curran,-170,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Eduarda Moura,-163,Denise Gomes,+120,UFC Fight Night,Jun 8th 2024
Eduarda Moura,-400,Montserrat Ruiz,+275,UFC,Nov 4th 2023
Carlos Mota,+125,Cody Durden,-145,UFC Fight Night 213,Oct 29th 2022
Gegard Mousasi,-115,Chris Weidman,-125,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Gegard Mousasi,-450,Uriah Hall,+350,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Gegard Mousasi,-325,Vitor Belfort,+275,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016
Gegard Mousasi,-315,Thiago Santos,+235,UFC 200: Tate vs. Nunes,Jul 9th 2016
Gegard Mousasi,-265,Thales Leites,+185,UFC Fight Night 84: Silva vs. Bisping,Feb 27th 2016
Gegard Mousasi,-350,Urijah Hall,+250,UFC Fight Night 75: Nelson vs. Barnett,Sep 26th 2015
Gegard Mousasi,-555,Costas Philippou,+365,UFC Fight Night 66: Edgar vs. Faber,May 16th 2015
Gegard Mousasi,-350,Dan Henderson,+250,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24th 2015
Gegard Mousasi,+160,Ronaldo Souza,-210,UFC Fight Night 50: Souza vs. Mousasi,Sep 5th 2014
Gegard Mousasi,-210,Mark Munoz,+160,UFC Fight Night 41: Munoz vs. Mousasi,May 31st 2014
Gegard Mousasi,+185,Lyoto Machida,-265,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
Gegard Mousasi,-2000,Ilir Latifi,+1000,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 6th 2013
Nikolas Motta,+120,Tom Nolan,-142,UFC,Jan 13th 2024
Nikolas Motta,-150,Trey Ogden,+110,UFC,Nov 18th 2023
Nikolas Motta,+120,Manuel Torres,-163,UFC Fight Night 227,Jun 17th 2023
Nikolas Motta,-300,Cameron Vancamp,+250,UFC 279,Sep 10th 2022
