Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Karolina Kowalkiewicz,-116,Vanessa Demopoulos,-104,UFC Fight Night 226,May 20th 2023
Karolina Kowalkiewicz,-170,Silvana Gomez Juarez,+145,UFC 281,Nov 12th 2022
Karolina Kowalkiewicz,-120,Felice Herrig,+100,UFC Fight Night 211,Jun 4th 2022
Karolina Kowalkiewicz,-180,Jessica Penne,+155,UFC 265: Lewis vs. Gane,Aug 7th 2021
Karolina Kowalkiewicz,-195,Alexa Grasso,+155,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Karolina Kowalkiewicz,-135,Michelle Waterson,-105,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Karolina Kowalkiewicz,+240,Jessica Andrade,-280,UFC 228: Woodley vs. Till,Sep 8th 2018
Karolina Kowalkiewicz,-270,Felice Herrig,+190,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Karolina Kowalkiewicz,-350,Jodie Esquibel,+250,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Karolina Kowalkiewicz,+260,Claudia Gadelha,-380,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Karolina Kowalkiewicz,+285,Joanna Jedrzejczyk,-350,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Karolina Kowalkiewicz,+190,Rose Namajunas,-270,UFC 201: Lawler vs. Woodley,Jul 30th 2016
Karolina Kowalkiewicz,-280,Heather Jo Clark,+200,UFC Fight Night 87: Overeem vs. Arlovski,May 8th 2016
Karolina Kowalkiewicz,+135,Randa Markos,-175,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015
Karolina Kowalkiewicz,+150,Yan Xiaonan,-180,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Karolina Kowalkiewicz,,Vanessa Demopoulos,,UFC Fight Night 225,May 6th 2023
Naoyuki Kotani,+190,Kajan Johnson,-270,UFC Fight Night 75: Nelson vs. Barnett,Sep 26th 2015
Naoyuki Kotani,+365,Yan Cabral,-555,UFC 179: Aldo vs. Mendes II,Oct 25th 2014
Naoyuki Kotani,+235,Norman Parke,-315,UFC Fight Night 46: McGregor vs. Brandao,Jul 19th 2014
Naoyuki Kotani,-210,Dennis Siver,+175,UFC 75: Champion vs Champion,Sep 8th 2007
Artem Lobov,+220,Michael Johnson,-300,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Artem Lobov,+155,Andre Fili,-195,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Artem Lobov,+365,Cub Swanson,-555,UFC Fight Night 108: Swanson vs. Lobov,Apr 22nd 2017
Artem Lobov,+180,Teruto Ishihara,-260,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Artem Lobov,-170,Chris Avila,+130,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Artem Lobov,+110,Alex White,-150,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Artem Lobov,-180,Ryan Hall,+150,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,Dec 11th 2015
James Llontop,+164,Viacheslav Borshchev,-198,UFC,Aug 25th 2024
James Llontop,-333,Chris Padilla,+250,UFC,Apr 27th 2024
Abner Lloveras,+155,Chris Gruetzemacher,-185,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,Dec 11th 2015
Philipe Lins,+110,Ion Cutelaba,-130,UFC 299,Mar 10th 2024
Philipe Lins,+110,Ion Cutelaba,-150,UFC Fight Night,Oct 7th 2023
Philipe Lins,-105,Maxim Grishin,-115,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Philipe Lins,-130,Ovince St. Preux,+110,UFC Fight Night 219,Feb 18th 2023
Philipe Lins,-110,Maxim Grishin,-110,UFC Vegas 57,Oct 1st 2022
Philipe Lins,+130,Marcin Prachnio,-150,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Philipe Lins,+185,Azamat Murzakanov,-225,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Philipe Lins,-145,Ovince St. Preux,+120,UFC Fight Night: Holloway vs. Rodriguez,Nov 13th 2021
Philipe Lins,-115,Tanner Boser,-115,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Philipe Lins,-205,Andrei Arlovski,+175,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Dean Lister,+290,Yushin Okami,-380,UFC 92: The Ultimate 2008,Dec 27th 2008
Dean Lister,+125,Jeremy Horn,-155,UFC: The Ultimate Fighter 7 Finale,Jun 21st 2008
Dean Lister,-325,Jordan Radev,+265,UFC 79: Nemesis,Dec 29th 2007
Tainara Lisboa,-400,Ravena Oliveira,+300,UFC Fight Night,Oct 14th 2023
Lucio Linhares,+380,Yushin Okami,-520,UFC Fight Night 21: Florian vs. Gomi,Mar 31st 2010
Lucio Linhares,+260,Rousimar Palhares,-350,UFC 107: Penn vs Sanchez,Dec 12th 2009
Nora Cornolle,+163,Jacqueline Cavalcanti,-225,UFC,Sep 28th 2024
Nora Cornolle,+205,Melissa Dixon,-265,UFC,Apr 6th 2024
Nora Cornolle,+205,Melissa Mullins,-250,UFC,Apr 6th 2024
Nora Cornolle,-105,Joselyne Edwards,-125,UFC on ESPN: Gane vs. Spivak,Sep 2nd 2023
Bethe Correia,+235,Karol Rosa,-275,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Bethe Correia,-105,Pannie Kianzad,-115,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Bethe Correia,+170,Sijara Eubanks,-230,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Bethe Correia,+150,Irene Aldana,-175,UFC 237: Namajunas vs. Andrade,May 11th 2019
Bethe Correia,+250,Holly Holm,-350,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
Bethe Correia,-105,Marion Reneau,-135,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Bethe Correia,+110,Jessica Eye,-150,UFC 203: Miocic vs. Overeem,Sep 10th 2016
Bethe Correia,+185,Raquel Pennington,-265,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Bethe Correia,+700,Ronda Rousey,-1500,UFC 190: Rousey vs. Correia,Aug 1st 2015
Bethe Correia,-160,Shayna Baszler,+120,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
Bethe Correia,-105,Jessamyn Duke,-135,UFC 172: Jones vs. Teixeira,Apr 26th 2014
Daniel Cormier,-110,Stipe Miocic,-110,UFC 252: Miocic vs. Cormier 3,Aug 15th 2020
Daniel Cormier,-150,Stipe Miocic,+130,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019
Daniel Cormier,-800,Derrick Lewis,+575,UFC 230: Cormier vs. Lewis,Nov 3rd 2018
Daniel Cormier,+140,Stipe Miocic,-170,UFC 226: Miocic vs. Cormier,Jul 7th 2018
Daniel Cormier,-380,Volkan Oezdemir,+260,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Daniel Cormier,-600,Anderson Silva,+400,UFC 200: Tate vs. Nunes,Jul 9th 2016
Daniel Cormier,-200,Alexander Gustafsson,+170,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Daniel Cormier,-130,Anthony Johnson,+110,UFC 187: Johnson vs. Cormier,May 23rd 2015
Daniel Cormier,+145,Jon Jones,-170,UFC 182: Jones vs. Cormier,Jan 3rd 2015
Daniel Cormier,-425,Dan Henderson,+305,UFC 173: Barao vs. Dillashaw,May 24th 2014
Daniel Cormier,-1125,Patrick Cummins,+575,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Daniel Cormier,+210,Jon Jones,-250,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Daniel Cormier,-120,Anthony Johnson,-110,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Daniel Cormier,-380,Roy Nelson,+260,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013
Daniel Cormier,-350,Frank Mir,+250,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Akira Corassani,-140,Sam Sicilia,+100,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24th 2015
Akira Corassani,+325,Max Holloway,-475,UFC Fight Night 53: Nelson vs. Story,Oct 4th 2014
Akira Corassani,+335,Dustin Poirier,-505,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
Akira Corassani,+190,Maximo Blanco,-270,UFC: The Ultimate Fighter 18 Finale,Nov 30th 2013
Akira Corassani,+250,Robert Peralta,-350,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 6th 2013
Joseph Benavidez,-150,Askar Askarov,+130,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Joseph Benavidez,+130,Deiveson Figueiredo,-150,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Joseph Benavidez,-165,Jussier Formiga,+125,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Joseph Benavidez,-380,Dustin Ortiz,+260,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Joseph Benavidez,-195,Alex Perez,+155,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Joseph Benavidez,-260,Sergio Pettis,+180,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Joseph Benavidez,-260,Henry Cejudo,+180,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Joseph Benavidez,-400,Zach Makovsky,+280,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Joseph Benavidez,-300,Ali Bagautinov,+220,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Joseph Benavidez,-505,John Moraga,+335,UFC 187: Johnson vs. Cormier,May 23rd 2015
Joseph Benavidez,-405,Dustin Ortiz,+285,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Joseph Benavidez,-405,Timothy Elliott,+285,UFC 172: Jones vs. Teixeira,Apr 26th 2014
Joseph Benavidez,-165,Deiveson Figueiredo,+135,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Joseph Benavidez,+100,Demetrious Johnson,-140,UFC on FOX 9: Johnson vs. Benavidez,Dec 14th 2013
Joseph Benavidez,-350,Jussier da Silva,+250,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013
Joseph Benavidez,-505,Darren Uyenoyama,+335,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Joseph Benavidez,-185,Ian McCall,+145,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Joseph Benavidez,-280,Demetrious Johnson,+200,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Joseph Benavidez,-675,Yasuhiro Urushitani,+425,UFC on FX 2: Alves vs. Kampmann,Mar 2nd 2012
Joseph Benavidez,-225,Eddie Wineland,+175,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011
Joseph Benavidez,-300,Ian Loveland,+220,UFC 128: Shogun vs. Jones,Mar 19th 2011
Joey Beltran,+150,Fabio Maldonado,-190,UFC Fight Night 29: Maia vs. Shields,Oct 9th 2013
Joey Beltran,+255,Igor Pokrajac,-365,UFC on FX 6: Sotiropoulos vs. Pearson,Dec 14th 2012
Joey Beltran,+260,James Te Huna,-350,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11th 2012
Joey Beltran,-215,Lavar Johnson,+165,UFC on FOX 2,Jan 28th 2012
Joey Beltran,+170,Stipe Miocic,-215,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011
Joey Beltran,+155,Aaron Rosa,-185,UFC 131: Carwin vs. Dos Santos,Jun 11th 2011
Joey Beltran,+175,Pat Barry,-225,UFC Fight Night 23: Fight For The Troops II,Jan 22nd 2011
Joey Beltran,-175,Matt Mitrione,+135,UFC 119: Mir vs. Cro Cop,Sep 25th 2010
Joey Beltran,+210,Tim Hague,-270,UFC 113: Machida vs. Shogun II,May 8th 2010
Joey Beltran,+365,Rolles Gracie,-505,UFC 109: Relentless,Feb 6th 2010
Marco Beltran,+150,Matt Schnell,-190,UFC 216: Ferguson vs. Lee,Oct 7th 2017
Marco Beltran,+135,Deiveson Alcantra Figueiredo,-175,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Marco Beltran,-115,Joe Soto,-125,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 5th 2016
Marco Beltran,+135,Reginaldo Vieira,-175,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016
Rodolfo Bellato,-430,Ihor Potieria,+300,UFC Fight Night,Dec 2nd 2023
Danilo Belluardo,+280,Mark Madsen,-400,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28th 2019
Danilo Belluardo,-105,Joel Alvarez,-135,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Roman Kopylov,-163,Cesar Almeida,+120,UFC,Jun 2nd 2024
Roman Kopylov,+150,Anthony Hernandez,-180,UFC 298,Feb 18th 2024
Roman Kopylov,-240,Josh Fremd,+175,UFC,Sep 17th 2023
Roman Kopylov,-200,Claudio Ribeiro,+170,UFC,Jul 30th 2023
Roman Kopylov,+155,Punahele Soriano,-180,UFC Fight Night 218,Jan 14th 2023
Roman Kopylov,+130,Alessio Di Chirico,-150,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Roman Kopylov,+155,Albert Duraev,-180,UFC 267: Brachowicz vs. Teixeira,Oct 30th 2021
Roman Kopylov,-190,Karl Roberson,+150,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 9th 2019
Alan Belcher,+150,Michael Bisping,-190,UFC 159: Jones vs. Sonnen,Apr 27th 2013
Alan Belcher,+115,Yushin Okami,-155,UFC 155: Dos Santos vs. Velasquez II,Dec 29th 2012
Alan Belcher,+265,Rousimar Palhares,-385,UFC on FOX 3: Diaz vs. Miller,May 5th 2012
Alan Belcher,+220,Jason Macdonald,-300,UFC Fight Night 25: Battle on the Bayou,Sep 17th 2011
Alan Belcher,+110,Patrick Cote,-140,UFC 113: Machida vs. Shogun II,May 8th 2010
Alan Belcher,+100,Wilson Gouveia,-130,UFC 107: Penn vs Sanchez,Dec 12th 2009
Alan Belcher,+250,Yoshihiro Akiyama,-325,UFC 100,Jul 11th 2009
Alan Belcher,+260,Denis Kang,-350,UFC 93: Franklin vs Henderson,Jan 17th 2009
Alan Belcher,+190,Ed Herman,-250,UFC Fight Night 15: Diaz vs Neer,Sep 17th 2008
Alan Belcher,-410,Jason Day,+315,UFC 83: Serra vs St-Pierre 2,Apr 19th 2008
Josh Koscheck,+285,Erick Silva,-405,UFC Fight Night 62: Maia vs. LaFlare,Mar 21st 2015
Josh Koscheck,+125,Jake Ellenberger,-165,UFC 184: Rousey vs. Zingano,Feb 28th 2015
Josh Koscheck,-115,Tyron Woodley,-125,UFC 167: St-Pierre vs. Hendricks,Nov 16th 2013
Josh Koscheck,-325,Robbie Lawler,+250,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
Josh Koscheck,-135,Johny Hendricks,+105,UFC on FOX 3: Diaz vs. Miller,May 5th 2012
Josh Koscheck,-280,Mike Pierce,+220,UFC 143: Condit vs. Diaz,Feb 4th 2012
Josh Koscheck,-410,Matt Hughes,+300,UFC 135: Jones vs. Rampage,Sep 24th 2011
Josh Koscheck,+325,Georges St-Pierre,-475,UFC 124: St-Pierre vs. Koscheck II,Dec 11th 2010
Josh Koscheck,-325,Paul Daley,+250,UFC 113: Machida vs. Shogun II,May 8th 2010
Josh Koscheck,-195,Anthony Johnson,+155,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Josh Koscheck,-420,Frank Trigg,+300,UFC 103: Franklin vs Belfort,Sep 19th 2009
Josh Koscheck,-450,Paulo Thiago,+330,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
Josh Koscheck,-240,Yoshiyuki Yoshida,+180,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Josh Koscheck,+150,Thiago Alves,-190,UFC 90: Silva vs Cote,Oct 25th 2008
Josh Koscheck,-330,Chris Lytle,+255,UFC 86: Jackson vs Griffin,Jul 5th 2008
Josh Koscheck,-440,Dustin Hazelett,+350,UFC 82: Pride Of A Champion,Mar 1st 2008
Cheick Kongo,+170,Roy Nelson,-230,UFC 159: Jones vs. Sonnen,Apr 27th 2013
Cheick Kongo,-230,Shawn Jordan,+170,UFC 149: Faber vs. Barao,Jul 21st 2012
Cheick Kongo,-210,Mark Hunt,+160,UFC 144: Edgar vs. Henderson,Feb 25th 2012
Cheick Kongo,-115,Matt Mitrione,-125,UFC 137: Penn vs. Diaz,Oct 29th 2011
Cheick Kongo,-165,Pat Barry,+135,UFC On Versus 4,Jun 26th 2011
Cheick Kongo,-180,Travis Browne,+140,UFC 120: Bisping vs. Akiyama,Oct 16th 2010
Cheick Kongo,-530,Paul Buentello,+350,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010
Cheick Kongo,+125,Frank Mir,-155,UFC 107: Penn vs Sanchez,Dec 12th 2009
Cheick Kongo,-155,Cain Velasquez,+125,UFC 99: The Comeback,Jun 13th 2009
Cheick Kongo,-315,Antoni Hardonk,+245,UFC 97: Redemption,Apr 18th 2009
Cheick Kongo,-325,Mostapha Al-Turk,+250,UFC 92: The Ultimate 2008,Dec 27th 2008
Cheick Kongo,-550,Dan Evensen,+400,UFC 87: Seek And Destroy,Aug 9th 2008
Cheick Kongo,-180,Heath Herring,+158,UFC 82: Pride Of A Champion,Mar 1st 2008
Syuri Kondo,-135,Ashley Yoder,-105,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Syuri Kondo,+165,Xiaonan Yan,-215,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Syuri Kondo,+145,Poliana Botelho,-185,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
John Kolosci,+250,Matt Arroyo,-300,UFC: The Ultimate Fighter 6 Finale,Dec 8th 2007
Austin Lingo,+105,Melquizael Costa,-138,UFC Fight Night 225,Jul 15th 2023
Austin Lingo,+250,Nate Landwehr,-300,UFC Fight Night 222,Mar 25th 2023
Austin Lingo,+200,Ricardo Ramos,-260,UFC Fight Night 221,Mar 11th 2023
Austin Lingo,+225,David Onama,-278,UFC on ESPN: dos Anjos vs. Fiziev,Jul 9th 2022
Austin Lingo,+280,Jonathan Pearce,-375,UFC,Feb 19th 2022
Austin Lingo,+110,Luis Saldana,-130,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
Austin Lingo,-265,Jacob Kilburn,+225,UFC on ABC 1: Holloway vs. Kattar,Jan 16th 2021
Austin Lingo,-500,Youssef Zalal,+375,UFC 247: Jones vs. Reyes,Feb 8th 2020
Vitor Belfort,-120,Lyoto Machida,-120,UFC 224: Nunes vs. Pennington,May 12th 2018
Vitor Belfort,-185,Nate Marquardt,+145,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Vitor Belfort,+235,Kelvin Gastelum,-315,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Vitor Belfort,+275,Gegard Mousasi,-325,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016
Vitor Belfort,+250,Ronaldo Souza,-350,UFC 198: Werdum vs. Miocic,May 14th 2016
Vitor Belfort,-290,Dan Henderson,+210,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Vitor Belfort,+310,Chris Weidman,-375,UFC 187: Johnson vs. Cormier,May 23rd 2015
Vitor Belfort,-215,Dan Henderson,+165,UFC Fight Night 32: Belfort vs. Henderson,Nov 9th 2013
Vitor Belfort,-140,Luke Rockhold,+100,UFC on FX 8: Belfort vs. Rockhold,May 18th 2013
Vitor Belfort,-160,Michael Bisping,+120,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013
Vitor Belfort,+700,Jon Jones,-1300,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Vitor Belfort,-170,Anthony Johnson,+130,UFC 142: Aldo vs. Mendes,Jan 14th 2012
Vitor Belfort,-265,Yoshihiro Akiyama,+225,UFC 133: Evans vs. Ortiz 2,Aug 6th 2011
Vitor Belfort,+255,Anderson Silva,-310,UFC 126: Silva vs. Belfort,Feb 5th 2011
Vitor Belfort,+100,Rich Franklin,-140,UFC 103: Franklin vs Belfort,Sep 19th 2009
John Lineker,-270,Rob Font,+190,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
John Lineker,-245,Cory Sandhagen,+175,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27th 2019
John Lineker,-320,Brian Kelleher,+240,UFC 224: Nunes vs. Pennington,May 12th 2018
John Lineker,-315,Marlon Vera,+235,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
John Lineker,+150,T.J. Dillashaw,-190,UFC 207: Nunes vs. Rousey,Dec 30th 2016
John Lineker,-105,John Dodson,-125,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
John Lineker,-150,Michael McDonald,+110,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
John Lineker,-150,Rob Font,+110,UFC 198: Werdum vs. Miocic,May 14th 2016
John Lineker,-120,Francisco Rivera,-120,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
John Lineker,+145,Ian McCall,-185,UFC 183: Silva vs. Diaz,Jan 31st 2015
