Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Demetrious Johnson,+320,Dominick Cruz,-425,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Demetrious Johnson,+145,Miguel Torres,-185,UFC 130: Rampage vs. Hamill,May 28th 2011
Demetrious Johnson,+145,Norifumi Yamamoto,-175,UFC 126: Silva vs. Belfort,Feb 5th 2011
Timothy Johnson,+145,Marcelo Golm,-185,UFC Fight Night 125: Machida vs. Anders,Feb 3rd 2018
Timothy Johnson,-245,Junior Albini,+175,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Timothy Johnson,-180,Daniel Omielanczuk,+140,UFC Fight Night 107: Manuwa vs. Anderson,Mar 18th 2017
Timothy Johnson,-150,Alexander Volkov,+110,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Timothy Johnson,+150,Marcin Tybura,-190,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10th 2016
Timothy Johnson,+170,Jared Rosholt,-230,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 8th 2015
Michael Johnson,+142,Darrius Flowers,-170,UFC,Feb 11th 2024
Michael Johnson,+190,Diego Ferreira,-225,UFC Fight Night 226,May 20th 2023
Michael Johnson,+140,Marc Diakiese,-160,UFC Fight Night 214,Dec 3rd 2022
Michael Johnson,-150,Jamie Mullarkey,+130,UFC on ESPN: dos Anjos vs. Fiziev,Jul 9th 2022
Michael Johnson,-139,Alan Patrick,+110,UFC Fight Night 208,May 14th 2022
Michael Johnson,-350,Clay Guida,+285,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
Michael Johnson,+135,Thiago Moises,-155,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Michael Johnson,-245,Stevie Ray,+175,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019
Michael Johnson,+100,Josh Emmett,-140,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Michael Johnson,-300,Artem Lobov,+220,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Michael Johnson,-165,Andre Fili,+125,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
Michael Johnson,-165,Darren Elkins,+125,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
Michael Johnson,+285,Khabib Nurmagomedov,-350,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Michael Johnson,+135,Dustin Poirier,-175,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016
Michael Johnson,-305,Nate Diaz,+225,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015
Michael Johnson,-245,Beneil Dariush,+175,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 8th 2015
Michael Johnson,+100,Edson Barboza,-140,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
Michael Johnson,-155,Melvin Guillard,+115,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 8th 2014
Michael Johnson,-120,Justin Gaethje,-120,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 7th 2017
Michael Johnson,+120,Gleison Tibau,-160,UFC 168: Weidman vs. Silva II,Dec 28th 2013
Michael Johnson,+145,Joe Lauzon,-185,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17th 2013
Michael Johnson,-195,Reza Madadi,+155,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 6th 2013
Michael Johnson,-290,Myles Jury,+210,UFC 155: Dos Santos vs. Velasquez II,Dec 29th 2012
Michael Johnson,-160,Danny Castillo,+120,UFC on FX 5: Browne vs. Bigfoot,Oct 5th 2012
Michael Johnson,+170,Tony Ferguson,-230,UFC on FOX 3: Diaz vs. Miller,May 5th 2012
Michael Johnson,+165,Shane Roller,-215,UFC on FOX 2,Jan 28th 2012
Michael Johnson,-185,Paul Sass,+155,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Michael Johnson,-465,Edward Faaloloto,+340,UFC On Versus 4,Jun 26th 2011
Lavar Johnson,-120,Brendan Schaub,-120,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
Lavar Johnson,-110,Stefan Struve,-130,UFC 146: Dos Santos vs. Mir,May 26th 2012
Lavar Johnson,+180,Pat Barry,-240,UFC on FOX 3: Diaz vs. Miller,May 5th 2012
Lavar Johnson,+165,Joey Beltran,-215,UFC on FOX 2,Jan 28th 2012
Dashon Johnson,+135,Godofredo Pepey,-175,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Jared Gordon,+163,Nasrat Haqparast,-225,UFC,Jun 22nd 2024
Jared Gordon,-188,Mark Madsen,+140,UFC,Nov 12th 2023
Jared Gordon,+190,Bobby Green,-225,UFC Fight Night 223,Apr 22nd 2023
Jared Gordon,-145,Paddy Pimblett,+125,UFC 282,Dec 10th 2022
Jared Gordon,-225,Leo Santos,+190,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Jared Gordon,+155,Grant Dawson.,-180,UFC Fight Night: Font vs. Vera,Apr 30th 2022
Jared Gordon,-105,Joe Solecki,-115,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Jared Gordon,-180,Danny Chavez,+155,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Jared Gordon,-110,Chris Fishgold,-110,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Jared Gordon,+245,Charles Oliveira,-335,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16th 2019
Jared Gordon,-275,Dan Moret,+195,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Jared Gordon,-155,Joaquim Silva,+115,UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018
Jared Gordon,-170,Hacran Dias,+130,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
Jared Gordon,-140,Michel Quinones,+100,UFC Fight Night 112: Chiesa vs. Lee,Jun 25th 2017
Jared Gordon,-195,Diego Ferreira,+160,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
Eddie Gordon,+160,Antonio Carlos Junior,-210,UFC Fight Night 70: Machida vs. Romero,Jun 27th 2015
Eddie Gordon,-380,Chris Dempsey,+260,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
Eddie Gordon,-170,Josh Samman,+130,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
Eddie Gordon,+175,Dhiego Lima,-245,UFC: The Ultimate Fighter 19 Finale,Jul 6th 2014
Jared Gooden,+170,Kevin Jousset,-210,UFC,May 11th 2024
Jared Gooden,+130,Wellington Turman,-175,UFC Fight Night,Dec 2nd 2023
Jared Gooden,+235,Carlston Harris,-275,UFC Fight Night 221,Mar 11th 2023
Jared Gooden,+170,Randy Brown,-200,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Jared Gooden,-130,Niklas Stolze,+110,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Jared Gooden,+125,Alan Jouban,-145,UFC 255: Figueiredo vs. Perez,Nov 21st 2020
Jared Gooden,+135,Abubakar Nurmagomedov,-175,UFC 260: Miocic vs. Ngannou 2,Mar 27th 2021
Lyman Good,-110,Belal Muhammad,-130,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
Lyman Good,-120,Chance Rencountre,-120,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Lyman Good,+115,Demian Maia,-155,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019
Lyman Good,-350,Ben Saunders,+250,UFC 230: Cormier vs. Lewis,Nov 3rd 2018
Lyman Good,-230,Elizeu Zaleski Dos Santos,+170,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Lyman Good,-175,Andrew Craig,+135,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Sam Hughes,+160,Victoria Dudakova,-190,UFC,Aug 3rd 2024
Sam Hughes,+275,Yazmin Jauregui,-345,UFC,Feb 25th 2024
Sam Hughes,+330,Jacqueline Amorim,-400,UFC 287,Apr 8th 2023
Sam Hughes,+190,Piera Rodriguez,-230,UFC Fight Night 212,Oct 15th 2022
Sam Hughes,+130,Elise Reed,-150,UFC Fight Night 2010,May 21st 2022
Sam Hughes,+180,Istela Nunes,-210,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Sam Hughes,+160,Luana Pinheiro,-185,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Sam Hughes,+175,Lupita Godinez,-225,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Sam Hughes,+350,Tecia Torres,-450,UFC 256: Figueiredo vs. Moreno,Dec 12th 2020
Sam Hughes,+260,Loma Lookboonmee,-310,UFC on ESPN 23: Reyes vs. Prochazka,May 1st 2021
Sam Hughes,,Lupita Godinez,,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16th 2023
Jeff Hughes,+185,Juan Espino,-220,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Jeff Hughes,-165,Raphael Pessoa,+125,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019
Jeff Hughes,+130,Todd Duffee,-170,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Jeff Hughes,-150,Maurice Greene,+110,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Victor Hugo,-150,Pedro Falcao,+118,UFC,Apr 6th 2024
Matt Hughes,+300,Josh Koscheck,-410,UFC 135: Jones vs. Rampage,Sep 24th 2011
Matt Hughes,-105,B.J. Penn,-115,UFC 123: Rampage vs. Machida,Nov 20th 2010
Matt Hughes,-195,Ricardo Almeida,+155,UFC 117: Silva vs. Sonnen,Aug 7th 2010
Matt Hughes,-580,Renzo Gracie,+415,UFC 112: Invincible,Apr 10th 2010
Matt Hughes,-215,Matt Serra,+170,UFC 98: Evans vs Machida,May 23rd 2009
Matt Hughes,-260,Thiago Alves,+200,UFC 85: Bedlam,Jun 7th 2008
Matt Hughes,+230,Georges St-Pierre,-290,UFC 79: Nemesis,Dec 29th 2007
Anthony Johnson,-240,Glover Teixeira,+205,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
Anthony Johnson,-350,Ryan Bader,+250,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Anthony Johnson,-600,Jimi Manuwa,+400,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
Anthony Johnson,+110,Daniel Cormier,-130,UFC 187: Johnson vs. Cormier,May 23rd 2015
Anthony Johnson,+150,Alexander Gustafsson,-190,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24th 2015
Anthony Johnson,-475,Antonio Rogerio Nogueira,+325,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
Anthony Johnson,+150,Phil Davis,-190,UFC 172: Jones vs. Teixeira,Apr 26th 2014
Anthony Johnson,-110,Daniel Cormier,-120,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Anthony Johnson,+130,Vitor Belfort,-170,UFC 142: Aldo vs. Mendes,Jan 14th 2012
Anthony Johnson,-185,Charlie Brenneman,+155,UFC On Versus 6: Cruz vs. Johnson,Oct 1st 2011
Anthony Johnson,-210,Dan Hardy,+160,UFC Fight Night 24: Nogueira vs. Davis,Mar 26th 2011
Anthony Johnson,+155,Josh Koscheck,-195,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
Anthony Johnson,-280,Yoshiyuki Yoshida,+220,UFC 104: Machida vs Rua,Oct 24th 2009
Anthony Johnson,-300,Luigi Fioravanti,+240,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
Anthony Johnson,-250,Kevin Burns,+190,UFC: The Ultimate Fighter 8 Finale,Dec 13th 2008
Anthony Johnson,-360,Kevin Burns,+270,UFC Fight Night 14: Silva vs Irvin,Jul 19th 2008
Anthony Johnson,+220,Tommy Speer,-280,UFC Fight Night 13: Florian vs Lauzon,Apr 2nd 2008
Anthony Johnson,-180,Rich Clementi,+158,UFC 76: Knockout,Sep 22nd 2007
Brett Johns,+140,Montel Jackson,-160,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Brett Johns,-215,Tony Gravely,+175,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25th 2020
Brett Johns,+115,Pedro Munhoz,-155,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Brett Johns,-150,Aljamain Sterling,+110,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Brett Johns,-230,Joe Soto,+170,UFC: The Ultimate Fighter 26 Finale,Dec 1st 2017
Brett Johns,-270,Albert Morales,+190,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
Brett Johns,-230,Kwan Ho Kwak,+170,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19th 2016
Miles Johns,-110,Douglas Silva de Andrade,-110,UFC,Jun 15th 2024
Miles Johns,-105,Cody Gibson,-115,UFC,Mar 24th 2024
Miles Johns,+163,Dan Argueta,-225,UFC on ESPN 53,Sep 23rd 2023
Miles Johns,-160,Vince Morales,+140,UFC Fight Night 215,Nov 19th 2022
Miles Johns,-225,John Castaneda,+190,UFC Fight Night 202,Feb 5th 2022
Miles Johns,-200,Anderson Dos Santos,+170,UFC 265: Lewis vs. Gane,Aug 7th 2021
Miles Johns,-145,Anderson Dos Santos,+125,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Miles Johns,-205,Kevin Natividad,+175,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Miles Johns,-245,Mario Bautista,+175,UFC 247: Jones vs. Reyes,Feb 8th 2020
Miles Johns,-175,Cole Smith,+135,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Sung Bin Jo,-195,Daniel Teymur,+155,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Movsar Evloev,-188,Aljamain Sterling,+140,UFC 307,Oct 5th 2024
Movsar Evloev,-148,Arnold Allen,+124,UFC 297,Jan 21st 2024
Movsar Evloev,-704,Diego Lopes,+500,UFC Fight Night 225,May 6th 2023
Movsar Evloev,-275,Bryce Mitchell,+210,UFC Fight Night 225,May 6th 2023
Movsar Evloev,-200,Dan Ige,+170,UFC Fight Night 211,Jun 4th 2022
Movsar Evloev,+100,Ilia Topuria,-120,UFC 270,Jan 22nd 2022
Movsar Evloev,-280,Hakeem Dawodu,+240,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Movsar Evloev,-400,Nik Lentz,+300,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Movsar Evloev,-270,Mike Grundy,+230,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Movsar Evloev,-190,Enrique Barzola,+150,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019
Movsar Evloev,-305,Seung Woo Choi,+225,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019
Ryan Jimmo,-245,Francimar Barroso,+175,UFC Fight Night 67: Alves vs. Condit,May 30th 2015
Ryan Jimmo,+130,Ovince St. Preux,-170,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
Ryan Jimmo,-385,Sean O'Connell,+265,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
Ryan Jimmo,+160,Jimi Manuwa,-210,UFC Fight Night 30: Machida vs. Munoz,Oct 26th 2013
Ryan Jimmo,-245,Igor Pokrajac,+175,UFC 161: Evans vs. Henderson,Jun 15th 2013
Ryan Jimmo,+125,James Te Huna,-165,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
Ryan Jimmo,-155,Anthony Perosh,+135,UFC 149: Faber vs. Barao,Jul 21st 2012
Andre Ewell,+190,Charles Jourdain,-225,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Andre Ewell,+155,Julio Arce,-180,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Andre Ewell,+165,Chris Gutierrez,-190,UFC 258: Usman vs. Burns,Feb 13th 2021
Andre Ewell,-160,Irwin Rivera,+140,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
Andre Ewell,-190,Jonathan Martinez,+165,UFC 247: Jones vs. Reyes,Feb 8th 2020
Andre Ewell,+155,Marlon Vera,-195,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Andre Ewell,-305,Anderson Dos Santos,+225,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Andre Ewell,-110,Nathaniel Wood,-110,UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018
Andre Ewell,+250,Renan Barao,-350,UFC Fight Night 137: Santos vs. Anders,Sep 22nd 2018
Jessica Eye,+135,Maycee Barber,-155,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Jessica Eye,+340,Manon Fiorot,-450,UFC Fight Night 204,Mar 5th 2022
Jessica Eye,+150,Jennifer Maia,-175,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Jessica Eye,+120,Joanne Calderwood,-140,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Jessica Eye,-135,Cynthia Calvillo,+115,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Jessica Eye,+160,Viviane Araujo,-200,UFC 245: Usman vs. Covington,Dec 14th 2019
Jessica Eye,+825,Valentina Shevchenko,-1250,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Jessica Eye,+185,Katlyn Chookagian,-265,UFC 231: Holloway vs. Ortega,Dec 8th 2018
Jessica Eye,+130,Jessica-Rose Clark,-170,UFC Fight Night 132: Cowboy vs. Edwards,Jun 23rd 2018
Jessica Eye,+105,Kalindra Faria,-145,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
Jessica Eye,-150,Bethe Correia,+110,UFC 203: Miocic vs. Overeem,Sep 10th 2016
Jessica Eye,+135,Sara McMann,-175,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th 2016
Jessica Eye,+140,Julianna Pena,-180,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Jessica Eye,+160,Miesha Tate,-210,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25th 2015
Jessica Eye,-270,Leslie Smith,+190,UFC 180: Werdum vs. Hunt,Nov 15th 2014
Jessica Eye,+145,Alexis Davis,-185,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Jessica Eye,+165,Sarah Kaufman,-215,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013
Tonya Evinger,-175,Lina Lansberg,+135,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Tonya Evinger,+185,Aspen Ladd,-265,UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018
Tonya Evinger,+600,Cristiane Justino,-1200,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Doug Evans,+105,Mark Bocek,-125,UFC 79: Nemesis,Dec 29th 2007
Jennifer Gonzalez,+220,Josiane Nunes,-275,UFC Fight Night 203,Feb 26th 2022
Sijara Eubanks,+110,Melissa Gatto,-130,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Sijara Eubanks,-225,Elise Reed,+190,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Sijara Eubanks,-175,Pannie Kianzad,+150,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Sijara Eubanks,+240,Ketlen Vieira,-280,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Sijara Eubanks,+250,Julia Avila,-300,UFC on ESPN+ 35: Waterson vs. Hill,Sep 12th 2020
Sijara Eubanks,-275,Sarah Moras,+235,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Sijara Eubanks,-230,Bethe Correia,+170,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Sijara Eubanks,+225,Aspen Ladd,-305,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18th 2019
Sijara Eubanks,-380,Roxanne Modafferi,+260,UFC 230: Cormier vs. Lewis,Nov 3rd 2018
Sijara Eubanks,-190,Lauren Murphy,+150,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Rashad Evans,+190,Anthony Smith,-270,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Rashad Evans,+125,Sam Alvey,-165,UFC Fight Night 114: Pettis vs. Moreno,Aug 5th 2017
Rashad Evans,-210,Daniel Kelly,+160,UFC 209: Woodley vs. Thompson 2,Mar 4th 2017
Rashad Evans,+150,Glover Teixeira,-190,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Rashad Evans,-245,Ryan Bader,+175,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Rashad Evans,-230,Chael Sonnen,+170,UFC 167: St-Pierre vs. Hendricks,Nov 16th 2013
Rashad Evans,-140,Dan Henderson,+100,UFC 161: Evans vs. Henderson,Jun 15th 2013
Rashad Evans,-350,Antonio Rogerio Nogueira,+250,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Rashad Evans,+400,Jon Jones,-500,UFC 145: Jones vs. Evans,Apr 21st 2012
Rashad Evans,-155,Phil Davis,+125,UFC on FOX 2,Jan 28th 2012
Rashad Evans,-450,Tito Ortiz,+330,UFC 133: Evans vs. Ortiz 2,Aug 6th 2011
Rashad Evans,+120,Quinton Jackson,-150,UFC 114: Jackson vs. Evans,May 29th 2010
Rashad Evans,-155,Thiago Silva,+125,UFC 108: Evans vs Silva,Jan 2nd 2010
Rashad Evans,+163,Lyoto Machida,-200,UFC 98: Evans vs Machida,May 23rd 2009
Rashad Evans,+100,Forrest Griffin,-130,UFC 92: The Ultimate 2008,Dec 27th 2008
Rashad Evans,+190,Chuck Liddell,-250,UFC 88: Breakthrough,Sep 6th 2008
Rashad Evans,-230,Michael Bisping,+170,UFC 78: Validation,Nov 17th 2007
Dan Evensen,+175,Pat Barry,-225,UFC 92: The Ultimate 2008,Dec 27th 2008
Erick Gonzalez,+170,Trevor Peek,-200,UFC Fight Night 220,Feb 25th 2023
Erick Gonzalez,+300,Terrance McKinney,-400,UFC on ESPN: Santos vs. Hill,Aug 6th 2022
Erick Gonzalez,+160,Jim Miller,-185,UFC Fight Night: Ladd vs. Dumont,Oct 16th 2021
Pearl Gonzalez,+110,Poliana Botelho,-150,UFC 216: Ferguson vs. Lee,Oct 7th 2017
Pearl Gonzalez,+145,Cynthia Calvillo,-185,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Jason Gonzalez,+115,Jim Miller,-155,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27th 2019
