Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Bobby Voelker,+250,Robbie Lawler,-350,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013
Bobby Voelker,+140,Patrick Cote,-170,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013
Alexander Volkanovski,+215,Islam Makhachev,-290,UFC 294,Oct 21st 2023
Alexander Volkanovski,-146,Max Holloway,+124,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Alexander Volkanovski,-330,Chan Sung Jung,+265,UFC 273,Apr 9th 2022
Alexander Volkanovski,-185,Brian Ortega,+160,UFC 266: Volkanovski vs. Ortega,Sep 25th 2021
Alexander Volkanovski,-190,Max Holloway,+165,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Cheyanne Vlismas,+125,Cory McKenna,-145,UFC Fight Night 217,Dec 17th 2022
Cheyanne Vlismas,-200,Mallory Martin,+150,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Marcos Vinicius,+180,Ali Bagautinov,-260,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013
Marcos Vinicius,+200,Johnny Bedford,-260,UFC: The Ultimate Fighter 16 Finale,Dec 15th 2012
Yuri Villefort,-125,Sean Spencer,-115,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013
Yuri Villefort,-105,Nah-Shon Burrell,-135,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
Anthony Torres,-110,Jess Liaudin,-110,UFC 75: Champion vs Champion,Sep 8th 2007
Miguel Torres,-150,Michael McDonald,+120,UFC 145: Jones vs. Evans,Apr 21st 2012
Miguel Torres,-360,Nick Pace,+270,UFC 139: Shogun vs. Henderson,Nov 19th 2011
Miguel Torres,-185,Demetrious Johnson,+145,UFC 130: Rampage vs. Hamill,May 28th 2011
Miguel Torres,-390,Antonio Banuelos,+300,UFC 126: Silva vs. Belfort,Feb 5th 2011
Ilia Topuria,-188,Max Holloway,+146,UFC,Oct 26th 2024
Ilia Topuria,-200,Josh Emmett,+170,UFC Fight Night 228,Jun 24th 2023
Ilia Topuria,-500,Jai Herbert,+375,UFC Fight Night 205,Mar 19th 2022
Ilia Topuria,-120,Movsar Evloev,+100,UFC 270,Jan 22nd 2022
Ilia Topuria,-220,Ryan Hall,+185,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Ilia Topuria,-170,Damon Jackson,+145,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Ilia Topuria,+190,Youssef Zalal,-270,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Puja Tomar,-186,Rayanne Dos Santos,+144,UFC Fight Night,Jun 8th 2024
Danillo Villefort,-215,Jesse Lennox,+170,UFC 101: Declaration,Aug 8th 2009
Kazuki Tokudome,-115,Johnny Case,-125,UFC Fight Night 52: Hunt vs. Nelson,Sep 20th 2014
Kazuki Tokudome,+140,Yui Chul Nam,-180,UFC: The Ultimate Fighter China Finale,Mar 1st 2014
Kazuki Tokudome,+100,Norman Parke,-140,UFC 162: Silva vs. Weidman,Jul 6th 2013
Kazuki Tokudome,-145,Cristiano Marcello,+105,UFC on Fuel TV 8: Silva vs. Stann,Mar 2nd 2013
Neil Wain,+500,Shane Carwin,-700,UFC 89: Bisping vs Leben,Oct 18th 2008
Tyler Toner,-270,Ian Loveland,+230,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
Chris Wade,-270,Frankie Perez,+190,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Chris Wade,-120,Islam Makhachev,-120,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016
Chris Wade,+170,Rustam Khabilov,-230,UFC Fight Night 87: Overeem vs. Arlovski,May 8th 2016
Chris Wade,-290,Mehdi Baghdad,+210,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17th 2016
Chris Wade,-245,Christos Giagos,+175,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Chris Wade,-380,Zhang Lipeng,+260,UFC Fight Night 59: McGregor vs. Siver,Jan 18th 2015
Chris Wade,-120,Cain Carrizosa,+100,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
Ike Villanueva,+250,Nicolae Negumereanu,-300,UFC Fight Night: Costa vs. Vettori,Oct 23rd 2021
Gian Villante,-150,Chris Barnett,+130,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Gian Villante,-150,Jake Collier,+130,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Gian Villante,+185,Maurice Greene,-215,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Gian Villante,+165,Michal Oleksiejczuk,-190,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Gian Villante,-300,Ed Herman,+220,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Gian Villante,+150,Sam Alvey,-190,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Gian Villante,-215,Francimar Barroso,+165,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Gian Villante,-110,Patrick Cummins,-130,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Gian Villante,+135,Mauricio Rua,-175,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Gian Villante,-215,Saparbek Safarov,+165,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 9th 2016
Gian Villante,+110,Ilir Latifi,-150,UFC 196: McGregor vs. Diaz,Mar 5th 2016
Gian Villante,-305,Anthony Perosh,+225,UFC 193: Rousey vs. Holm,Nov 14th 2015
Gian Villante,-170,Tom Lawlor,+130,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25th 2015
Gian Villante,+170,Corey Anderson,-230,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
Gian Villante,-315,Sean O'Connell,+235,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014
Gian Villante,-155,Fabio Maldonado,+115,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014
Gian Villante,-350,Cody Donovan,+250,UFC 167: St-Pierre vs. Hendricks,Nov 16th 2013
Gian Villante,+135,Ovince St. Preux,-175,UFC 159: Jones vs. Sonnen,Apr 27th 2013
Gian Villante,,Todd Duffee,,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Dusko Todorovic,-250,Gregory Rodrigues,+210,UFC Fight Night 189: Rozenstruik vs. Sakai,Jun 5th 2021
Dusko Todorovic,-150,Punahele Soriano,+130,UFC on ABC 1: Holloway vs. Kattar,Jan 16th 2021
Dusko Todorovic,-305,Dequan Townsend,+225,UFC on ESPN 16: Holm vs. Aldana,Oct 3rd 2020
Denis Tiuliulin,+220,Sedriques Dumas,-275,UFC,Aug 3rd 2024
Denis Tiuliulin,-125,Abu Azaitar,+105,UFC,Jun 22nd 2024
Denis Tiuliulin,+295,Christian Leroy Duncan,-385,UFC,Nov 18th 2023
Denis Tiuliulin,+280,Gregory Rodrigues,-355,UFC,Aug 20th 2023
Denis Tiuliulin,+185,Jun Yong Park,-245,UFC Fight Night: Lewis vs. Spivak,Feb 4th 2023
Denis Tiuliulin,+155,Jamie Pickett,-180,UFC 279,Sep 10th 2022
Denis Tiuliulin,+150,Jamie Pickett,-175,UFC on ESPN: dos Anjos vs. Fiziev,Jul 9th 2022
Rodolfo Vieira,-142,Armen Petrosyan,+120,UFC,Feb 11th 2024
Rodolfo Vieira,-110,Armen Petrosyan,-120,UFC,Nov 5th 2023
Rodolfo Vieira,-200,Cody Brundage,+170,UFC Fight Night 224,Apr 29th 2023
Rodolfo Vieira,-175,Cody Brundage,+145,UFC Fight Night 215,Nov 19th 2022
Rodolfo Vieira,+155,Chris Curtis,-180,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Rodolfo Vieira,-210,Dustin Stoltzfus,+180,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Rodolfo Vieira,-400,Anthony Hernandez,+300,UFC 258: Usman vs. Burns,Feb 13th 2021
Rodolfo Vieira,-200,Saparbek Safarov,+160,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Kamaru Usman,-200,Khamzat Chimaev,+170,UFC 294,Oct 21st 2023
Kamaru Usman,-350,Leon Edwards,+285,UFC 286,Mar 18th 2023
Kamaru Usman,-300,Leon Edwards,+250,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Kamaru Usman,-225,Colby Covington,+190,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Kamaru Usman,-225,Gilbert Burns,+190,UFC 258: Usman vs. Burns,Feb 13th 2021
Kamaru Usman,-260,Jorge Masvidal,+200,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Kamaru Usman,+105,Tyron Woodley,-145,UFC 235: Jones vs. Smith,Mar 2nd 2019
Kamaru Usman,-215,Rafael Dos Anjos,+165,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Kamaru Usman,-175,Demian Maia,+135,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
Kamaru Usman,-705,Emil Meek,+435,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
Kamaru Usman,-440,Sergio Moraes,+314,UFC Fight Night 116: Rockhold vs. Branch,Sep 16th 2017
Kamaru Usman,-215,Sean Strickland,+165,UFC 210: Cormier vs. Johnson 2,Apr 8th 2017
Kamaru Usman,-245,Warlley Alves,+175,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016
Kamaru Usman,-245,Alexander Yakovlev,+175,UFC on FOX 20: Holm vs. Shevchenko,Jul 23rd 2016
Kamaru Usman,-140,Leon Edwards,+100,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015
Kamaru Usman,-185,Hayder Hassan,+145,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
Kamaru Usman,-300,Jorge Masvidal,+250,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Kamaru Usman,-200,Colby Covington,+170,UFC 245: Usman vs. Covington,Dec 14th 2019
Darren Till,+115,Dricus Du Plessis,-135,UFC 282,Dec 10th 2022
Darren Till,-138,Derek Brunson,+115,UFC Fight Night 191,Sep 4th 2021
Darren Till,+115,Robert Whittaker,-135,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Darren Till,+115,Kelvin Gastelum,-155,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Darren Till,-245,Jorge Masvidal,+175,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Darren Till,+140,Tyron Woodley,-160,UFC 228: Woodley vs. Till,Sep 8th 2018
Darren Till,+125,Stephen Thompson,-165,UFC Fight Night 130: Thompson vs. Till,May 27th 2018
Darren Till,+125,Donald Cerrone,-165,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Darren Till,-150,Bojan Velickovic,+110,UFC Fight Night 115: Volkov vs. Struve,Sep 2nd 2017
Darren Till,-275,Jessin Ayari,+195,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28th 2017
Darren Till,+110,Nicolas Dalby,-150,UFC Fight Night 76: Holohan vs. Smolka,Oct 24th 2015
Mohammed Usman,-150,Thomas Petersen,+110,UFC Fight Night,Jul 20th 2024
Mohammed Usman,+142,Mick Parkin,-170,UFC,Mar 23rd 2024
Mohammed Usman,-150,Jake Collier,+110,UFC on ESPN 53,Sep 23rd 2023
Mohammed Usman,-120,Junior Tafa,+100,UFC Fight Night 223,Apr 22nd 2023
Mohammed Usman,+170,Zac Pauga,-200,UFC on ESPN: Santos vs. Hill,Aug 6th 2022
Ketlen Vieira,+400,Kayla Harrison,-649,UFC,Oct 6th 2024
Ketlen Vieira,-250,Macy Chiasson,+190,UFC,Jan 13th 2024
Ketlen Vieira,-200,Pannie Kianzad,+150,UFC 292,Jul 22nd 2023
Ketlen Vieira,-145,Raquel Pennington,+125,UFC Fight Night 218,Jan 14th 2023
Ketlen Vieira,+180,Holly Holm,-210,UFC Fight Night 2010,May 21st 2022
Ketlen Vieira,-160,Miesha Tate,+140,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Ketlen Vieira,-275,Yana Kunitskaya,+235,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Ketlen Vieira,-280,Sijara Eubanks,+240,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Ketlen Vieira,-245,Irene Aldana,+195,UFC 245: Usman vs. Covington,Dec 14th 2019
Ketlen Vieira,-180,Cat Zingano,+140,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018
Ketlen Vieira,+185,Sara McMann,-265,UFC 215: Nunes vs. Shevchenko 2,Sep 9th 2017
Ketlen Vieira,+130,Ashlee Evans-Smith,-170,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Ketlen Vieira,-110,Kelly Faszholz,-130,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Reginaldo Vieira,+125,Aiemann Zahabi,-165,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
Reginaldo Vieira,-175,Marco Beltran,+135,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016
Milton Vieira,+160,Godofredo Castro,-195,UFC on FX 7: Belfort vs. Bisping,Jan 19th 2013
Milton Vieira,+130,Felipe Arantes,-170,UFC 147: Silva vs. Franklin II,Jun 23rd 2012
Tamires Vidal,+310,Melissa Gatto,-395,UFC,May 18th 2024
Tamires Vidal,-200,Montserrat Rendon,+150,UFC on ESPN 53,Sep 23rd 2023
Tamires Vidal,-235,Ramona Pascual,+200,UFC Fight Night 214ting Championship,Nov 5th 2022
James Vick,+135,Niko Price,-175,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
James Vick,+145,Dan Hooker,-185,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
James Vick,+135,Paul Felder,-175,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
James Vick,-115,Justin Gaethje,-115,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
James Vick,-245,Francisco Trinaldo,+175,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
James Vick,+145,Joseph Duffy,-185,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
James Vick,-275,Marco Polo Reyes,+195,UFC 211: Miocic vs. Dos Santos 2,May 13th 2017
James Vick,-120,Abel Trujillo,-120,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 4th 2017
James Vick,+140,Beneil Dariush,-180,UFC 199: Rockhold vs. Bisping II,Jun 4th 2016
James Vick,-260,Glaico Franca,+180,UFC 197: Jones vs. Saint Preux,Apr 23rd 2016
James Vick,+150,Jake Matthews,-190,UFC Fight Night 65: Hunt vs. Miocic,May 9th 2015
James Vick,-280,Nick Hein,+200,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
James Vick,-165,Walmir Lazaro,+125,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
James Vick,+160,Ramsey Nijem,-210,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17th 2013
James Vick,-160,Michael Chiesa,+130,UFC: The Ultimate Fighter 15 Episode 12,May 25th 2012
Nolan Ticman,-210,Zhuikui Yao,+160,UFC Fight Night 66: Edgar vs. Faber,May 16th 2015
Chris Tickle,+160,Daron Cruickshank,-210,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
Simeon Thoresen,-245,David Mitchell,+175,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013
Simeon Thoresen,+110,Seth Baczynski,-150,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Simeon Thoresen,-290,Besam Yousef,+230,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Josh Thomson,+125,Tony Ferguson,-165,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Josh Thomson,-260,Bobby Green,+180,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
Josh Thomson,+160,Benson Henderson,-210,UFC on FOX 10: Henderson vs. Thomson,Jan 25th 2014
Josh Thomson,+120,Nate Diaz,-160,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Oli Thompson,+175,Phil de Fries,-205,UFC on FOX 4: Shogun vs. Vera,Aug 4th 2012
Oli Thompson,+160,Shawn Jordan,-185,UFC on FX 2: Alves vs. Kampmann,Mar 2nd 2012
Gleison Tibau,+145,Desmond Green,-185,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Gleison Tibau,+190,Islam Makhachev,-270,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Gleison Tibau,-130,Abel Trujillo,-110,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Gleison Tibau,+160,Tony Ferguson,-210,UFC 184: Rousey vs. Zingano,Feb 28th 2015
Gleison Tibau,-210,Norman Parke,+160,UFC Fight Night 59: McGregor vs. Siver,Jan 18th 2015
Gleison Tibau,-190,Piotr Hallmann,+150,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Gleison Tibau,-185,Pat Healy,+145,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
Gleison Tibau,-160,Michael Johnson,+120,UFC 168: Weidman vs. Silva II,Dec 28th 2013
Gleison Tibau,-115,Jamie Varner,-125,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
Gleison Tibau,-260,John Cholish,+180,UFC on FX 8: Belfort vs. Rockhold,May 18th 2013
Gleison Tibau,-115,Evan Dunham,-115,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Gleison Tibau,-160,Francisco Trinaldo,+120,UFC 153: Silva vs. Bonnar,Oct 13th 2012
Gleison Tibau,-175,Khabib Nurmagomedov,+135,UFC 148: Silva vs. Sonnen 2,Jul 7th 2012
Gleison Tibau,-180,Rafael Dos Anjos,+150,UFC 139: Shogun vs. Henderson,Nov 19th 2011
Gleison Tibau,-310,Rafaello Oliveira,+255,UFC 130: Rampage vs. Hamill,May 28th 2011
Gleison Tibau,+115,Kurt Pellegrino,-155,UFC 128: Shogun vs. Jones,Mar 19th 2011
Gleison Tibau,+200,Jim Miller,-260,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15th 2010
Gleison Tibau,-175,Caol Uno,+145,UFC Fight Night 21: Florian vs. Gomi,Mar 31st 2010
Gleison Tibau,-130,Josh Neer,+100,UFC 104: Machida vs Rua,Oct 24th 2009
Gleison Tibau,-260,Melvin Guillard,+200,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
Gleison Tibau,-165,Jeremy Stephens,+135,UFC Fight Night 18: Condit vs Kampmann,Apr 1st 2009
Gleison Tibau,-110,Rich Clementi,-120,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
Gleison Tibau,+170,Joe Stevenson,-230,UFC 86: Jackson vs Griffin,Jul 5th 2008
Gleison Tibau,+300,Tyson Griffin,-360,UFC 81: Breaking Point,Feb 2nd 2008
Stephen Thompson,+110,Joaquin Buckley,-150,UFC 307,Oct 5th 2024
Stephen Thompson,+200,Shavkat Rakhmonov,-245,UFC,Dec 17th 2023
Stephen Thompson,-245,Michel Pereira,+186,UFC 289,Jun 10th 2023
Stephen Thompson,-150,Michel Pereira,+125,UFC,Jul 30th 2023
Stephen Thompson,-110,Kevin Holland,-110,UFC Fight Night 214,Dec 3rd 2022
Stephen Thompson,-250,Belal Muhammad,+210,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Stephen Thompson,+135,Gilbert Burns,-155,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Stephen Thompson,-115,Geoff Neal,-105,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Stephen Thompson,-135,Vicente Luque,-105,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Stephen Thompson,-285,Anthony Pettis,+205,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Stephen Thompson,-165,Darren Till,+125,UFC Fight Night 130: Thompson vs. Till,May 27th 2018
Stephen Thompson,-160,Jorge Masvidal,+120,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017
Stephen Thompson,-135,Tyron Woodley,+105,UFC 209: Woodley vs. Thompson 2,Mar 4th 2017
Stephen Thompson,-150,Tyron Woodley,+120,UFC 205: Alvarez vs. McGregor,Nov 12th 2016
Stephen Thompson,+110,Rory Macdonald,-150,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
Stephen Thompson,+265,Johny Hendricks,-385,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Stephen Thompson,-190,Jake Ellenberger,+150,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
Stephen Thompson,-270,Patrick Cote,+190,UFC 178: Johnson vs. Cariaso,Sep 27th 2014
Stephen Thompson,-130,Robert Whittaker,-110,UFC 170: Rousey vs. McMann,Feb 22nd 2014
Stephen Thompson,-280,Chris Clements,+200,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Stephen Thompson,-170,Nah-Shon Burrell,+130,UFC 160: Velasquez vs. Silva II,May 25th 2013
Stephen Thompson,-280,Matt Brown,+200,UFC 145: Jones vs. Evans,Apr 21st 2012
Polyana Viana,+114,Gillian Robertson,-135,UFC 297,Jan 21st 2024
Polyana Viana,+163,Iasmin Lucindo,-200,UFC Fight Night 226,Aug 12th 2023
Polyana Viana,-105,Emily Ducote,-115,UFC Fight Night 224,Apr 29th 2023
Polyana Viana,-140,Jinh Yu Frey,+120,UFC Fight Night 214ting Championship,Nov 5th 2022
Polyana Viana,+170,Tabatha Ricci,-200,UFC Fight Night 2010,May 21st 2022
Polyana Viana,+105,Mallory Martin,-125,UFC 258: Usman vs. Burns,Feb 13th 2021
Polyana Viana,-115,Emily Whitmire,-105,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Polyana Viana,-170,Veronica Macedo,+130,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10th 2019
Polyana Viana,-350,Hannah Cifers,+250,UFC 235: Jones vs. Smith,Mar 2nd 2019
Polyana Viana,-210,J.J. Aldrich,+160,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Gilbert Urbina,-225,Charles Radtke,+163,UFC Fight Night,Feb 4th 2024
Gilbert Urbina,+195,Orion Cosce,-230,UFC Fight Night 226,May 20th 2023
Gilbert Urbina,-101,Bryan Battle,-129,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
Yasuhiro Urushitani,+130,John Lineker,-170,UFC on FUEL TV 6: Franklin vs. Le,Nov 10th 2012
Yasuhiro Urushitani,+425,Joseph Benavidez,-675,UFC on FX 2: Alves vs. Kampmann,Mar 2nd 2012
Hector Urbina,+325,Vicente Luque,-475,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24th 2016
Hector Urbina,+170,Bartosz Fabinski,-230,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015
Hector Urbina,+190,Edgar Garcia,-270,UFC 180: Werdum vs. Hunt,Nov 15th 2014
Caol Uno,+145,Gleison Tibau,-175,UFC Fight Night 21: Florian vs. Gomi,Mar 31st 2010
Caol Uno,-275,Fabricio Camoes,+215,UFC 106: Ortiz vs Griffin 2,Nov 21st 2009
