Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
Omari Akhmedov,-125,Sergio Moraes,-115,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Omari Akhmedov,-150,Brian Ebersole,+110,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Omari Akhmedov,-135,Mats Nilsson,-105,UFC 182: Jones vs. Cormier,Jan 3rd 2015
Omari Akhmedov,+190,Gunnar Nelson,-270,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 8th 2014
Nick Aguirre,+350,Payton Talbott,-549,UFC,Nov 18th 2023
Christian Aguilera,+285,Sean Brady,-350,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Christian Aguilera,+170,Anthony Ivy,-230,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Christian Aguilera,-140,Carlston Harris,+120,UFC on ESPN 24: Rodriguez vs. Waterson,May 8th 2021
Jesus Aguilar,+136,Stewart Nicoll,-162,UFC,Aug 17th 2024
Jessica Aguilar,+245,Marina Rodriguez,-335,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Jessica Aguilar,+135,Weili Zhang,-175,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Jessica Aguilar,-155,Jodie Esquibel,+115,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
Jessica Aguilar,-120,Cortney Casey,-120,UFC 211: Miocic vs. Dos Santos 2,May 13th 2017
Jessica Aguilar,+185,Claudia Gadelha,-265,UFC 190: Rousey vs. Correia,Aug 1st 2015
Kevin Aguilar,-110,Tucker Lutz,-110,UFC 262: Oliveira vs. Chandler,May 15th 2021
Kevin Aguilar,-140,Charles Rosa,+100,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Kevin Aguilar,-175,Dan Ige,+135,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22nd 2019
Kevin Aguilar,-165,Enrique Barzola,+125,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30th 2019
Kevin Aguilar,-165,Rick Glenn,+125,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Kevin Aguilar,+120,Zubaira Tukhugov,-150,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Mariya Agapova,+142,Luana Santos,-170,UFC Fight Night,Jul 14th 2024
Mariya Agapova,-130,Gillian Robertson,+110,UFC Fight Night 211,Sep 17th 2022
Mariya Agapova,-200,Ji Yeon Kim,+165,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Mariya Agapova,-200,Maryna Moroz,+170,UFC Fight Night 204,Mar 5th 2022
Mariya Agapova,+155,Sabina Mazo,-180,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Mariya Agapova,-700,Shana Dobson,+500,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
Mariya Agapova,-255,Hannah Cifers,+215,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Juan Adams,-155,Greg Hardy,+115,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Juan Adams,-130,Arjan Bhullar,-110,UFC on ESPN+ 9: Iaquinta vs. Cowboy,May 4th 2019
Juan Adams,-265,Chris de La Rocha,+185,UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018
Israel Adesanya,-186,Dricus Du Plessis,+144,UFC,Aug 18th 2024
Israel Adesanya,-430,Sean Strickland,+300,UFC 293,Sep 10th 2023
Israel Adesanya,-200,Alex Pereira,+170,UFC 281,Nov 12th 2022
Israel Adesanya,-300,Jared Cannonier,+250,UFC 276: Adesanya vs. Cannonier,Jul 2nd 2022
Israel Adesanya,-260,Robert Whittaker,+220,UFC 271,Feb 12th 2022
Israel Adesanya,-275,Robert Whittaker,+235,UFC,Dec 31st 2021
Israel Adesanya,-235,Marvin Vettori,+200,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Israel Adesanya,-250,Jan Blachowicz,+210,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Israel Adesanya,-140,Paulo Costa,+120,UFC 253: Adesanya vs. Costa,Sep 26th 2020
Israel Adesanya,+160,Robert Whittaker,-185,UFC 243: Whittaker vs. Adesanya,Oct 5th 2019
Israel Adesanya,-220,Kelvin Gastelum,+185,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Israel Adesanya,-400,Anderson Silva,+280,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Israel Adesanya,-260,Derek Brunson,+180,UFC 230: Cormier vs. Lewis,Nov 3rd 2018
Israel Adesanya,-120,Brad Tavares,-120,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 6th 2018
Israel Adesanya,-260,Marvin Vettori,+180,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
Israel Adesanya,-185,Yoel Romero,+145,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Zarrukh Adashev,+240,Ode' Osbourne,-280,UFC Fight Night 211,Jun 4th 2022
Zarrukh Adashev,+230,Kleydson Rodrigues,-300,UFC Fight Night 201,Jan 15th 2022
Zarrukh Adashev,+120,Ryan Benoit,-140,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Zarrukh Adashev,+205,Su Mudaerji,-265,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Zarrukh Adashev,+175,Tyson Nam,-245,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Klidson Abreu,+190,Shamil Gamzatov,-270,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 9th 2019
Klidson Abreu,-150,Sam Alvey,+110,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Shamil Abdurakhimov,+600,Jailton Almeida,-900,UFC 283,Jan 21st 2023
Shamil Abdurakhimov,-700,Jailtom Almeida,+500,UFC 279,Sep 10th 2022
Shamil Abdurakhimov,+235,Sergei Pavlovich,-275,UFC Fight Night 205,Mar 19th 2022
Shamil Abdurakhimov,+120,Chris Daukaus,-140,UFC 266: Volkanovski vs. Ortega,Sep 25th 2021
Shamil Abdurakhimov,+195,Curtis Blaydes,-275,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Shamil Abdurakhimov,+145,Marcin Tybura,-185,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019
Shamil Abdurakhimov,+165,Andrei Arlovski,-215,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018
Shamil Abdurakhimov,-120,Chase Sherman,-120,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017
Shamil Abdurakhimov,+150,Derrick Lewis,-190,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 9th 2016
Shamil Abdurakhimov,-110,Walt Harris,-130,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Ricardo Abreu,-210,Jake Collier,+160,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Papy Abedi,+185,Dylan Andrews,-265,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
Papy Abedi,-170,Besam Yousef,+130,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 6th 2013
Papy Abedi,-270,James Head,+210,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
Daichi Abe,+240,Li Jingliang,-320,UFC Fight Night 132: Cowboy vs. Edwards,Jun 23rd 2018
Daichi Abe,+110,Hyun Gyu Lim,-150,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22nd 2017
Daichi Abe,-160,Luke Jumeau,+130,UFC 221: Romero vs. Rockhold,Feb 10th 2018
Khalid Taha,+270,Taylor Lapilus,-350,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Khalid Taha,-150,Cristian Quinonez,+130,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Khalid Taha,-105,Mario Bautista,-115,UFC,Feb 19th 2022
Khalid Taha,-150,Sergey Morozov,+130,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Khalid Taha,+250,Raoni Barcelos,-325,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Khalid Taha,-265,Bruno Silva,+185,UFC 243: Whittaker vs. Adesanya,Oct 5th 2019
Khalid Taha,+110,Boston Salmon,-150,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
Khalid Taha,+165,Nad Narimani,-215,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018
Junior Tafa,-105,Valter Walker,-115,UFC,Aug 18th 2024
Junior Tafa,+100,Mohammed Usman,-120,UFC Fight Night 223,Apr 22nd 2023
Justin Tafa,+215,Karl Williams,-290,UFC,Mar 24th 2024
Justin Tafa,+142,Marcos Rogerio de Lima,-170,UFC 298,Feb 18th 2024
Justin Tafa,-225,Austen Lane,+163,UFC 293,Sep 10th 2023
Justin Tafa,-125,Parker Porter,+100,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
Justin Tafa,-150,Austen Lane,+110,UFC Fight Night 228,Jun 24th 2023
Justin Tafa,-115,Parker Porter,-105,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Justin Tafa,-325,Harry Hunsucker,+275,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Justin Tafa,-205,Jared Vanderaa,+175,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
Justin Tafa,-105,Carlos Felipe,-115,UFC on ABC 1: Holloway vs. Kattar,Jan 16th 2021
Justin Tafa,+130,Yorgan de Castro,-170,UFC 243: Whittaker vs. Adesanya,Oct 5th 2019
Darren Uyenoyama,+160,Alptekin Ozkilic,-210,UFC on FOX 9: Johnson vs. Benavidez,Dec 14th 2013
Darren Uyenoyama,+335,Joseph Benavidez,-505,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Darren Uyenoyama,-380,Phil Harris,+260,UFC on FX 5: Browne vs. Bigfoot,Oct 5th 2012
Darren Uyenoyama,+320,Norifumi Yamamoto,-425,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12th 2011
Tarec Saffiedine,+155,Rafael Dos Anjos,-195,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
Tarec Saffiedine,+105,Dong Hyun Kim,-145,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Tarec Saffiedine,-120,Rick Story,-120,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th 2016
Tarec Saffiedine,-170,Jake Ellenberger,+130,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
Tarec Saffiedine,+250,Rory Macdonald,-350,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 4th 2014
Tarec Saffiedine,-175,Hyun Gyu Lim,+135,UFC Fight Night 34: Saffiedine vs. Lim,Jan 4th 2014
Taila Santos,+120,Erin Blanchfield,-142,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
Taila Santos,+400,Valentina Shevchenko,-600,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
Taila Santos,-180,Joanne Calderwood,+155,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Taila Santos,-300,Joanne Wood,+225,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Taila Santos,-225,Roxanne Modafferi,+190,UFC 266: Volkanovski vs. Ortega,Sep 25th 2021
Taila Santos,+250,Molly McCann,-300,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Taila Santos,-210,Mara Romero Borella,+160,UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019
Luis Saldana,+250,Sean Woodson,-300,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Luis Saldana,-110,Bruno Souza,-110,UFC Fight Night 207,Mar 26th 2022
Luis Saldana,-130,Austin Lingo,+110,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
Luis Saldana,-135,Jordan Griffin,+115,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
Fares Ziam,+105,Matt Frevola,-138,UFC,Sep 28th 2024
Fares Ziam,-130,Claudio Puelles,+110,UFC,Feb 25th 2024
Fares Ziam,-105,Jai Herbert,-125,UFC 292,Jul 22nd 2023
Fares Ziam,-110,Michal Figlak,-110,UFC Fight Night: Gane vs. Tuivasa,Sep 3rd 2022
Fares Ziam,-110,Terrance McKinney,-110,UFC Fight Night 203,Feb 26th 2022
Fares Ziam,+155,Terrance McKinney,-180,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Fares Ziam,+100,Luigi Vendramini,-120,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Fares Ziam,-235,Jamie Mullarkey,+200,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 17th 2020
Fares Ziam,+250,Don Madge,-350,UFC 242: Khabib vs. Poirier,Sep 7th 2019
Ricky Simon,-175,Vinicius Oliveira,+145,UFC,Jun 29th 2024
Ricky Simon,-110,Mario Bautista,-110,UFC,Jan 13th 2024
Ricky Simon,-140,Song Yadong,+115,UFC Fight Night 224,Apr 29th 2023
Ricky Simon,-105,Jack Shore,-115,UFC on ABC: Ortega vs. Rodriguez,Jul 16th 2022
Ricky Simon,-210,Raphael Assuncao,+180,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Ricky Simon,-300,Brian Kelleher,+240,UFC 258: Usman vs. Burns,Feb 13th 2021
Ricky Simon,-285,Gaetano Pirrello,+225,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Ricky Simon,+105,Ray Borg,-125,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Ricky Simon,-195,Urijah Faber,+155,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
Ricky Simon,+135,Rani Yahya,-175,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Ricky Simon,-245,Merab Dvalishvili,+175,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Ricky Simon,+130,Rob Font,-160,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
Ricky Simon,-175,Montel Jackson,+145,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Kalib Starnes,+400,Nate Quarry,-550,UFC 83: Serra vs St-Pierre 2,Apr 19th 2008
Kalib Starnes,-140,Alan Belcher,+100,UFC 77: Hostile Territory,Oct 20th 2007
Tim Sylvia,+175,Antonio Rodrigo Nogueira,-225,UFC 81: Breaking Point,Feb 2nd 2008
Tim Sylvia,+170,Brandon Vera,-200,UFC 77: Hostile Territory,Oct 20th 2007
Oumar Sy,-400,Da Woon Jung,+275,UFC,Sep 28th 2024
Oumar Sy,-420,Da Un Jung,+310,UFC,Sep 28th 2024
Oumar Sy,-500,Tuco Tokkos,+360,UFC,May 18th 2024
Oumar Sy,-275,Antonio Trocoli,+220,UFC,May 18th 2024
Mike Swick,+180,Alex Garcia,-260,UFC 189: Mendes vs. McGregor,Jul 11th 2015
Mike Swick,-140,Matt Brown,+100,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012
Mike Swick,-240,Damarques Johnson,+180,UFC on FOX 4: Shogun vs. Vera,Aug 4th 2012
Mike Swick,-195,Paulo Thiago,+160,UFC 109: Relentless,Feb 6th 2010
Mike Swick,-205,Dan Hardy,+165,UFC 105: Couture vs Vera,Nov 14th 2009
Mike Swick,-195,Ben Saunders,+160,UFC 99: The Comeback,Jun 13th 2009
Mike Swick,-380,Jonathan Goulet,+290,UFC Fight Night 16: Fight For The Troops,Dec 10th 2008
Mike Swick,-115,Marcus Davis,-115,UFC 85: Bedlam,Jun 7th 2008
Cub Swanson,+130,Andre Fili,-155,UFC 303,Jun 30th 2024
Cub Swanson,+200,Hakeem Dawodu,-250,UFC Fight Night 226,Aug 12th 2023
Cub Swanson,+175,Jonathan Martinez,-205,UFC Fight Night 212,Oct 15th 2022
Cub Swanson,-155,Darren Elkins,+135,UFC Fight Night: Lewis vs. Daukaus,Dec 18th 2021
Cub Swanson,-110,Daniel Pineda,-110,UFC 256: Figueiredo vs. Moreno,Dec 12th 2020
Cub Swanson,+185,Kron Gracie,-265,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Cub Swanson,-175,Shane Burgos,+135,UFC on ESPN+ 9: Iaquinta vs. Cowboy,May 4th 2019
Cub Swanson,+125,Renato Moicano,-165,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018
Cub Swanson,+170,Frankie Edgar,-230,UFC Fight Night 128: Barboza vs. Lee,Apr 21st 2018
Cub Swanson,-150,Brian Ortega,+110,UFC Fight Night 123: Swanson vs. Ortega,Dec 9th 2017
Cub Swanson,-555,Artem Lobov,+365,UFC Fight Night 108: Swanson vs. Lobov,Apr 22nd 2017
Cub Swanson,+120,Doo Ho Choi,-160,UFC 206: Holloway vs. Pettis,Dec 10th 2016
Cub Swanson,-245,Tatsuya Kawajiri,+175,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 6th 2016
Cub Swanson,-135,Hacran Dias,-105,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Cub Swanson,-190,Max Holloway,+150,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
Cub Swanson,+150,Frankie Edgar,-190,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Cub Swanson,-190,Jeremy Stephens,+150,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Cub Swanson,+105,Giga Chikadze,-125,UFC on ESPN 23: Reyes vs. Prochazka,May 1st 2021
Cub Swanson,-185,Dennis Siver,+145,UFC 162: Silva vs. Weidman,Jul 6th 2013
Cub Swanson,+105,Dustin Poirier,-145,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
Cub Swanson,-280,Charles Oliveira,+220,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Cub Swanson,+155,Ross Pearson,-195,UFC on FX 4: Guida vs. Maynard,Jun 22nd 2012
Cub Swanson,-170,George Roop,+130,UFC on FOX 2,Jan 28th 2012
Cub Swanson,+115,Ricardo Lamas,-145,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12th 2011
Martin Svensson,-120,David Teymur,-120,UFC Fight Night 84: Silva vs. Bisping,Feb 27th 2016
George Sullivan,+175,Mickey Gall,-245,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
George Sullivan,+145,Niko Price,-185,UFC on FOX 27: Jacare vs. Brunson 2,Jan 27th 2018
George Sullivan,-135,Alexander Yakovlev,-105,UFC on FOX 18: Johnson vs. Bader,Jan 30th 2016
George Sullivan,-130,Dominic Waters,+110,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
George Sullivan,+115,Tim Means,-155,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
George Sullivan,+125,Igor Araujo,-165,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Tatiana Suarez,-450,Jessica Andrade,+350,UFC,Aug 6th 2023
Tatiana Suarez,-700,Montana de La Rosa,+500,UFC Fight Night 220,Feb 25th 2023
Tatiana Suarez,-515,Nina Nunes,+345,UFC 238: Cejudo vs. Moraes,Jun 8th 2019
Tatiana Suarez,-350,Carla Esparza,+250,UFC 228: Woodley vs. Till,Sep 8th 2018
Tatiana Suarez,-110,Alexa Grasso,-110,UFC Fight Night 129: Maia vs. Usman,May 19th 2018
Tatiana Suarez,-265,Viviane Pereira,+185,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Mike Stumpf,+180,Pascal Krauss,-260,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013
Mike Stumpf,+200,T.J. Waldburger,-240,UFC Fight Night 25: Battle on the Bayou,Sep 17th 2011
Hans Stringer,+150,Ilir Latifi,-190,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015
Hans Stringer,-110,Fabio Maldonado,-130,UFC 179: Aldo vs. Mendes II,Oct 25th 2014
Hans Stringer,+100,Francimar Barroso,-140,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014
Mark Striegl,+185,Chas Skelly,-220,UFC,Feb 19th 2022
